Record_ID,District_ID,Date,Precipitation_mm,Historical_Avg_mm
1503,27,2023-01-31,6.89,18.85
1504,18,2023-12-02,71.95,52.29
1505,9,2023-12-26,51.9,39.3
1506,9,2023-05-08,15.24,39.71
1507,10,2023-12-31,78.3,74.82
1508,21,2023-05-07,19.31,31.78
1509,26,2023-09-08,271.21,270.47
1510,10,2023-10-23,53.28,60.32
1511,18,2023-11-18,111.05,74.2
1512,27,2023-07-12,251.7,225.29
1513,29,2023-02-08,5.45,9.1
1514,6,2023-07-26,242.66,231.76
1515,33,2023-05-23,30.67,19.57
1516,24,2023-08-21,263.81,262.38
1517,32,2023-06-17,328.67,250.86
1518,1,2023-02-17,23.84,22.95
1519,30,2023-11-22,98.1,90.22
1520,23,2023-02-02,36.65,37.63
1521,26,2023-04-22,22.92,30.96
1522,28,2023-04-19,30.1,34.91
1523,32,2023-05-18,10.42,10.79
1524,21,2023-05-26,33.31,19.23
1525,22,2023-10-08,120.38,92.74
1526,9,2023-10-17,104.37,66.91
1527,32,2023-06-25,148.21,179.39
1528,4,2023-01-24,47.47,37.86
1529,7,2023-11-17,116.81,92.05
1530,30,2023-01-09,14.54,25.06
1531,8,2023-03-22,18.44,16.82
1532,29,2023-08-22,128.43,203.51
1533,1,2023-08-08,244.38,214.23
1534,13,2023-12-19,97.34,70.02
1535,9,2023-11-29,2.62,29.01
1536,20,2023-03-23,6.99,14.29
1537,18,2023-02-17,16.76,24.4
1538,24,2023-05-09,2.16,13.3
1539,6,2023-07-10,278.15,271.76
1540,11,2023-01-27,44.26,37.36
1541,26,2023-11-17,98.78,83.94
1542,20,2023-12-25,91.12,71.14
1543,15,2023-08-08,326.6,241.67
1544,6,2023-12-27,97.53,95.14
1545,7,2023-01-01,15.55,18.15
1546,14,2023-09-02,311.27,227.9
1547,5,2023-03-09,33.28,31.7
1548,15,2023-09-23,137.94,156.28
1549,29,2023-01-05,46.86,28.45
1550,1,2023-12-23,30.71,34.26
1551,22,2023-03-03,35.6,26.92
1552,28,2023-12-22,85.56,94.63
1553,9,2023-09-02,308.64,279.42
1554,5,2023-04-28,21.63,12.54
1555,25,2023-02-15,35.14,16.76
1556,7,2023-02-22,34.71,37.02
1557,21,2023-07-08,160.38,150.26
1558,20,2023-03-12,32.21,26.38
1559,25,2023-03-10,13.18,11.99
1560,10,2023-02-05,20.08,27.8
1561,1,2023-11-09,63.36,40.81
1562,11,2023-08-14,261.65,253.61
1563,23,2023-04-20,20.25,37.46
1564,10,2023-07-30,192.33,239.91
1565,29,2023-04-22,17.13,20.09
1566,6,2023-02-21,14.03,19.65
1567,9,2023-03-05,0.44,15.24
1568,25,2023-06-29,81.5,126.64
1569,28,2023-06-11,298.42,221.94
1570,9,2023-05-07,24.67,11.73
1571,18,2023-11-27,74.82,47.17
1572,6,2023-05-08,42.64,22.72
1573,19,2023-12-20,46.24,51.28
1574,2,2023-12-04,72.15,59.17
1575,20,2023-04-16,4.0,28.73
1576,33,2023-04-07,27.2,20.25
1577,26,2023-06-01,215.39,247.12
1578,4,2023-05-03,10.71,15.96
1579,32,2023-07-17,270.72,255.93
1580,8,2023-05-04,38.19,37.86
1581,32,2023-11-23,49.39,58.96
1582,5,2023-09-28,139.02,158.4
1583,1,2023-07-04,194.01,233.62
1584,21,2023-03-09,5.59,20.71
1585,25,2023-10-19,67.22,93.49
1586,27,2023-07-07,186.77,148.35
1587,12,2023-08-30,158.27,167.08
1588,5,2023-01-09,53.01,35.27
1589,5,2023-01-08,22.45,13.73
1590,17,2023-04-21,22.81,17.49
1591,3,2023-01-31,18.99,31.51
1592,26,2023-09-17,89.3,137.13
1593,19,2023-11-18,60.95,58.0
1594,33,2023-08-01,220.07,216.61
1595,28,2023-12-26,81.42,89.74
1596,26,2023-02-12,26.93,22.0
1597,10,2023-05-23,12.92,9.09
1598,6,2023-06-08,147.75,141.93
1599,6,2023-09-19,289.26,237.42
1600,14,2023-03-21,40.52,18.65
1601,21,2023-07-20,178.76,176.82
1602,5,2023-06-08,125.4,136.94
1603,28,2023-05-03,58.32,35.56
1604,4,2023-05-06,22.02,19.38
1605,6,2023-08-11,246.33,209.69
1606,8,2023-08-21,103.6,135.8
1607,4,2023-06-08,99.19,132.11
1608,12,2023-03-03,22.5,25.48
1609,1,2023-12-29,45.78,41.97
1610,9,2023-12-26,82.8,77.48
1611,1,2023-03-25,22.23,26.59
1612,32,2023-06-27,281.18,259.7
1613,17,2023-03-27,37.34,32.63
1614,24,2023-03-06,32.71,13.62
1615,18,2023-03-02,11.45,19.82
1616,2,2023-06-21,177.17,143.09
1617,28,2023-05-20,9.33,9.05
1618,5,2023-05-15,7.03,12.64
1619,5,2023-09-12,229.87,278.31
1620,30,2023-09-19,240.16,230.2
1621,24,2023-01-29,33.38,36.42
1622,32,2023-10-18,95.12,92.19
1623,11,2023-07-08,193.74,247.03
1624,11,2023-05-11,36.58,34.21
1625,7,2023-10-21,54.54,51.88
1626,8,2023-04-27,21.42,11.39
1627,33,2023-01-02,27.82,9.89
1628,3,2023-01-07,37.59,32.35
1629,16,2023-01-24,8.25,14.65
1630,31,2023-07-06,197.48,187.32
1631,25,2023-03-18,23.95,26.06
1632,12,2023-01-19,18.64,13.74
1633,27,2023-04-25,9.47,27.9
1634,21,2023-05-08,50.57,37.48
1635,27,2023-06-13,222.76,255.18
1636,18,2023-02-09,13.78,22.93
1637,24,2023-03-03,32.99,32.08
1638,33,2023-12-11,70.02,73.62
1639,4,2023-04-02,18.01,13.1
1640,15,2023-09-22,135.08,127.49
1641,3,2023-07-25,212.2,171.14
1642,5,2023-08-27,267.6,273.96
1643,19,2023-06-09,200.42,191.06
1644,21,2023-02-14,43.53,23.82
1645,30,2023-01-05,6.26,14.73
1646,24,2023-04-13,13.16,24.47
1647,19,2023-10-16,29.17,27.19
1648,20,2023-11-15,47.91,78.26
1649,16,2023-08-26,95.86,135.32
1650,24,2023-10-30,65.44,87.74
1651,32,2023-04-11,0.0,6.76
1652,16,2023-03-19,8.12,16.08
1653,1,2023-07-29,153.48,165.71
1654,2,2023-04-30,0.0,6.51
1655,23,2023-11-22,60.25,83.57
1656,1,2023-06-21,167.77,262.98
1657,1,2023-12-03,66.42,74.35
1658,25,2023-06-07,230.94,242.9
1659,7,2023-04-16,3.71,22.52
1660,16,2023-08-03,188.95,207.6
1661,32,2023-01-31,12.87,14.6
1662,10,2023-12-31,95.39,91.33
1663,18,2023-02-17,31.04,24.58
1664,3,2023-04-29,39.35,29.38
1665,27,2023-12-25,34.88,49.33
1666,24,2023-08-23,227.23,257.15
1667,6,2023-10-25,65.09,86.53
1668,7,2023-09-16,173.36,181.16
1669,9,2023-11-23,101.15,71.45
1670,26,2023-02-08,37.02,39.92
1671,4,2023-08-11,45.38,150.58
1672,9,2023-05-02,0.0,15.66
1673,19,2023-05-14,10.67,11.93
1674,21,2023-07-21,145.05,266.71
1675,21,2023-06-12,252.62,244.21
1676,29,2023-05-20,7.82,20.48
1677,15,2023-02-08,44.21,32.9
1678,13,2023-03-11,30.24,16.92
1679,7,2023-03-21,26.22,33.17
1680,7,2023-03-26,10.52,13.22
1681,29,2023-08-27,247.45,252.82
1682,21,2023-07-28,174.63,162.32
1683,8,2023-10-02,42.82,45.99
1684,23,2023-04-17,34.72,35.03
1685,29,2023-06-07,187.53,236.99
1686,30,2023-05-16,19.67,29.42
1687,8,2023-02-16,16.3,17.74
1688,11,2023-12-18,29.96,29.64
1689,20,2023-12-27,96.44,65.15
1690,3,2023-04-21,14.55,9.62
1691,21,2023-03-17,9.02,22.96
1692,6,2023-12-31,35.45,41.63
1693,16,2023-07-02,154.12,170.81
1694,26,2023-09-20,124.65,134.39
1695,4,2023-12-13,42.33,39.49
1696,20,2023-05-14,9.01,15.06
1697,12,2023-01-16,29.35,14.79
1698,26,2023-08-20,202.97,259.3
1699,16,2023-02-18,30.11,31.57
1700,30,2023-02-22,50.49,29.28
1701,9,2023-03-04,16.54,24.35
1702,1,2023-02-01,7.76,15.37
1703,15,2023-03-08,57.11,36.88
1704,13,2023-07-25,190.83,175.45
1705,24,2023-12-18,54.02,55.58
1706,6,2023-10-26,85.27,87.05
1707,17,2023-02-08,38.42,25.47
1708,2,2023-02-03,6.68,13.63
1709,13,2023-11-27,72.32,98.2
1710,29,2023-03-07,1.11,15.92
1711,6,2023-06-19,153.27,139.54
1712,8,2023-01-22,26.02,35.63
1713,30,2023-01-26,34.39,32.67
1714,11,2023-10-21,10.35,32.92
1715,28,2023-07-22,148.3,127.25
1716,32,2023-01-16,32.85,7.87
1717,25,2023-12-16,32.54,27.62
1718,28,2023-03-30,0.0,9.1
1719,23,2023-04-20,25.81,10.92
1720,12,2023-05-21,14.32,22.75
1721,18,2023-08-17,146.25,222.06
1722,10,2023-01-18,1.88,26.66
1723,16,2023-11-28,119.42,74.9
1724,19,2023-09-13,124.26,123.77
1725,27,2023-10-09,44.05,57.22
1726,31,2023-02-01,3.77,8.48
1727,6,2023-05-24,6.08,26.11
1728,25,2023-03-12,23.4,21.48
1729,27,2023-04-13,28.86,22.23
1730,16,2023-11-19,61.41,83.57
1731,2,2023-07-15,259.39,246.63
1732,23,2023-09-03,242.12,129.76
1733,32,2023-06-26,196.82,166.05
1734,33,2023-06-14,169.31,171.81
1735,25,2023-05-19,13.11,28.14
1736,12,2023-01-14,36.95,27.76
1737,21,2023-11-02,48.33,40.93
1738,15,2023-01-16,0.64,8.97
1739,18,2023-01-30,44.3,39.89
1740,31,2023-09-29,130.26,185.82
1741,23,2023-10-27,36.06,34.48
1742,15,2023-03-23,29.6,33.24
1743,7,2023-05-07,52.82,34.47
1744,16,2023-05-17,27.41,28.55
1745,4,2023-04-23,57.88,30.35
1746,25,2023-07-01,243.15,248.88
1747,12,2023-04-01,23.56,18.93
1748,16,2023-10-31,63.07,37.44
1749,21,2023-12-24,41.19,26.85
1750,23,2023-10-30,45.85,87.99
1751,2,2023-12-27,42.09,34.56
1752,23,2023-10-18,42.52,36.3
1753,10,2023-10-16,57.03,88.87
1754,13,2023-09-10,293.34,254.0
1755,20,2023-03-31,8.04,26.51
1756,32,2023-01-20,37.56,31.47
1757,6,2023-01-29,5.18,7.86
1758,15,2023-11-05,45.45,34.58
1759,15,2023-01-11,21.52,20.48
1760,31,2023-01-01,34.02,36.59
1761,22,2023-11-11,86.12,87.79
1762,13,2023-03-08,0.0,16.14
1763,22,2023-04-01,20.12,36.3
1764,21,2023-01-31,26.53,15.46
1765,2,2023-03-17,22.36,36.19
1766,10,2023-02-26,10.36,8.22
1767,24,2023-02-07,35.01,33.53
1768,24,2023-12-27,104.41,85.92
1769,26,2023-10-28,42.99,53.8
1770,7,2023-06-22,136.25,196.81
1771,20,2023-06-15,139.13,142.08
1772,9,2023-03-22,12.0,8.07
1773,28,2023-11-24,28.13,29.94
1774,32,2023-11-29,68.55,49.0
1775,21,2023-03-31,20.23,21.68
1776,23,2023-04-25,11.0,35.08
1777,12,2023-07-13,170.39,214.77
1778,20,2023-12-19,108.76,80.39
1779,19,2023-03-07,30.6,28.33
1780,12,2023-01-01,2.08,13.99
1781,26,2023-10-18,87.67,85.31
1782,3,2023-04-04,26.52,28.58
1783,21,2023-11-10,80.95,82.56
1784,15,2023-11-24,45.71,84.74
1785,7,2023-09-12,169.81,157.21
1786,10,2023-06-19,136.13,203.77
1787,5,2023-05-02,2.2,14.88
1788,23,2023-06-13,200.2,243.44
1789,11,2023-11-22,58.88,73.89
1790,6,2023-12-29,27.71,28.61
1791,22,2023-08-17,169.14,167.31
1792,1,2023-05-16,23.59,14.51
1793,14,2023-05-08,39.25,18.97
1794,5,2023-06-29,193.65,144.63
1795,17,2023-02-25,25.96,39.2
1796,1,2023-01-25,37.91,36.28
1797,25,2023-08-13,177.42,131.94
1798,27,2023-03-27,25.8,16.81
1799,27,2023-09-10,348.38,270.65
1800,25,2023-06-29,277.8,267.86
1801,25,2023-02-21,32.95,39.13
1802,31,2023-10-23,114.91,97.49
1803,15,2023-03-25,29.42,26.98
1804,29,2023-02-07,21.71,15.75
1805,3,2023-05-31,35.16,17.95
1806,2,2023-06-13,182.11,170.88
1807,17,2023-02-23,38.09,25.29
1808,5,2023-06-25,171.21,194.68
1809,11,2023-07-12,88.27,132.28
1810,11,2023-02-08,8.97,8.99
1811,6,2023-06-23,264.43,270.57
1812,31,2023-12-27,120.15,98.94
1813,2,2023-08-09,188.13,120.03
1814,11,2023-11-07,88.94,59.31
1815,28,2023-03-22,0.0,18.89
1816,4,2023-02-21,16.25,30.57
1817,22,2023-04-16,3.5,9.74
1818,13,2023-07-29,139.86,162.0
1819,17,2023-12-05,47.62,64.39
1820,19,2023-06-02,205.44,228.1
1821,16,2023-02-19,24.34,6.33
1822,4,2023-07-21,195.27,154.39
1823,32,2023-03-20,0.0,6.47
1824,4,2023-07-04,126.88,138.64
1825,1,2023-08-07,172.94,160.68
1826,6,2023-05-31,6.42,28.74
1827,31,2023-04-13,22.51,25.75
1828,7,2023-01-14,32.29,35.76
1829,14,2023-03-29,20.65,24.54
1830,19,2023-02-11,37.71,26.5
1831,31,2023-03-01,19.39,23.33
1832,20,2023-07-23,111.48,200.4
1833,31,2023-09-08,198.37,152.12
1834,17,2023-02-16,29.22,37.05
1835,25,2023-04-05,6.01,17.59
1836,24,2023-07-15,201.05,228.56
1837,24,2023-04-06,34.81,16.31
1838,29,2023-01-23,14.11,33.06
1839,17,2023-08-14,213.06,195.12
1840,30,2023-05-15,20.76,26.63
1841,15,2023-05-18,21.29,16.96
1842,4,2023-03-19,0.0,17.3
1843,7,2023-02-13,23.71,26.36
1844,23,2023-10-05,54.16,59.45
1845,27,2023-10-29,76.12,81.41
1846,15,2023-10-11,12.7,39.96
1847,4,2023-07-18,127.88,162.32
1848,27,2023-10-02,41.49,41.36
1849,31,2023-10-21,46.47,95.15
1850,16,2023-09-01,54.37,122.33
1851,20,2023-02-10,12.33,13.66
1852,26,2023-01-18,20.99,19.53
1853,33,2023-10-20,17.89,26.07
1854,10,2023-03-03,33.47,33.69
1855,29,2023-03-30,25.6,33.87
1856,11,2023-04-19,45.28,34.3
1857,13,2023-03-06,41.19,24.0
1858,3,2023-08-05,57.05,121.97
1859,6,2023-12-16,18.54,35.72
1860,28,2023-04-14,35.69,25.93
1861,10,2023-11-01,47.0,53.88
1862,17,2023-06-13,176.95,151.07
1863,5,2023-02-14,34.28,21.61
1864,25,2023-10-12,154.6,99.59
1865,26,2023-10-10,29.84,40.14
1866,21,2023-05-22,33.24,37.11
1867,30,2023-01-07,0.43,32.22
1868,27,2023-02-27,32.78,16.56
1869,27,2023-03-18,0.84,25.62
1870,10,2023-10-18,56.29,95.27
1871,7,2023-02-24,47.18,39.44
1872,7,2023-05-27,37.76,28.82
1873,23,2023-07-30,153.72,146.57
1874,17,2023-07-16,220.08,236.61
1875,32,2023-10-20,47.92,28.52
1876,31,2023-01-20,0.0,10.95
1877,12,2023-05-22,20.71,6.94
1878,26,2023-03-15,10.74,19.48
1879,26,2023-01-20,23.63,27.85
1880,26,2023-06-19,280.81,278.17
1881,16,2023-01-26,7.08,6.45
1882,31,2023-05-18,44.6,38.71
1883,24,2023-01-11,0.0,9.02
1884,22,2023-06-05,126.48,128.16
1885,20,2023-05-24,31.46,26.61
1886,32,2023-12-23,6.5,33.43
1887,7,2023-04-27,12.74,16.62
1888,9,2023-06-03,285.56,220.44
1889,29,2023-06-14,202.79,223.59
1890,18,2023-08-02,270.81,229.97
1891,6,2023-04-07,37.73,38.66
1892,29,2023-04-19,48.18,27.08
1893,27,2023-09-06,230.69,238.35
1894,24,2023-01-29,12.29,11.82
1895,33,2023-03-23,44.63,33.37
1896,5,2023-06-09,138.08,179.54
1897,33,2023-07-26,178.72,203.5
1898,9,2023-09-26,321.62,228.12
1899,2,2023-03-30,18.64,26.65
1900,13,2023-04-13,28.4,27.15
1901,4,2023-05-08,38.01,31.91
1902,3,2023-08-22,262.83,189.45
1903,4,2023-07-04,61.48,140.41
1904,13,2023-05-21,2.46,15.6
1905,24,2023-08-26,270.04,236.94
1906,33,2023-07-23,344.82,270.19
1907,8,2023-12-15,66.11,51.24
1908,2,2023-05-04,0.0,11.96
1909,24,2023-09-08,146.25,170.4
1910,29,2023-04-01,30.15,21.56
1911,31,2023-10-28,7.4,28.25
1912,23,2023-06-26,294.35,239.16
1913,11,2023-05-13,20.16,19.43
1914,6,2023-05-26,0.0,9.57
1915,2,2023-07-17,217.01,190.49
1916,4,2023-03-25,3.99,7.13
1917,14,2023-04-24,22.63,29.29
1918,15,2023-12-13,36.69,56.16
1919,14,2023-05-18,33.0,36.78
1920,27,2023-09-20,162.07,170.99
1921,2,2023-12-16,36.96,32.85
1922,1,2023-08-31,83.2,129.74
1923,9,2023-11-28,9.53,27.32
1924,12,2023-11-04,61.97,34.4
1925,1,2023-04-25,0.0,13.88
1926,17,2023-11-08,79.1,62.09
1927,20,2023-12-31,0.0,34.13
1928,18,2023-08-05,257.13,220.31
1929,25,2023-06-28,180.29,249.34
1930,30,2023-05-10,24.02,13.95
1931,14,2023-08-27,155.13,172.39
1932,20,2023-12-13,76.23,84.3
1933,26,2023-10-27,94.09,53.85
1934,7,2023-01-04,9.21,25.64
1935,33,2023-12-06,22.28,30.05
1936,24,2023-10-15,87.22,79.23
1937,19,2023-06-02,271.07,243.63
1938,7,2023-09-04,197.0,122.34
1939,5,2023-06-22,106.16,177.66
1940,18,2023-11-24,119.36,89.76
1941,21,2023-05-22,3.45,15.81
1942,17,2023-12-02,31.79,49.96
1943,20,2023-04-07,36.38,24.51
1944,10,2023-09-22,305.93,249.23
1945,16,2023-01-30,26.01,36.01
1946,26,2023-12-05,48.46,34.97
1947,21,2023-12-15,65.06,72.89
1948,9,2023-01-14,7.91,9.82
1949,32,2023-06-01,102.47,120.15
1950,17,2023-08-03,115.72,177.05
1951,26,2023-07-18,266.57,265.88
1952,3,2023-10-26,64.47,76.04
1953,13,2023-06-25,323.65,269.07
1954,15,2023-12-18,40.89,31.28
1955,31,2023-12-10,71.27,53.95
1956,23,2023-09-17,131.5,144.22
1957,20,2023-03-29,5.5,10.32
1958,12,2023-05-31,9.54,11.39
1959,7,2023-08-30,361.11,274.43
1960,9,2023-05-13,17.84,30.41
1961,12,2023-12-15,45.02,52.52
1962,22,2023-12-02,39.48,48.49
1963,6,2023-04-24,37.12,27.26
1964,23,2023-04-25,33.97,33.42
1965,20,2023-08-04,223.77,252.03
1966,22,2023-07-10,289.73,242.43
1967,17,2023-10-27,60.49,35.74
1968,19,2023-08-26,186.14,124.09
1969,8,2023-08-29,234.06,246.08
1970,4,2023-11-21,95.19,85.93
1971,5,2023-08-30,117.0,133.18
1972,13,2023-09-14,320.02,207.35
1973,8,2023-12-15,100.72,94.47
1974,25,2023-09-29,182.11,163.79
1975,20,2023-07-31,248.15,265.89
1976,4,2023-03-19,26.61,28.43
1977,9,2023-04-13,3.47,13.09
1978,22,2023-07-29,82.49,130.19
1979,30,2023-03-15,11.03,11.2
1980,21,2023-04-03,6.39,7.95
1981,6,2023-09-07,211.56,229.22
1982,22,2023-11-20,97.58,83.74
1983,12,2023-06-10,250.05,248.52
1984,4,2023-01-03,9.9,7.87
1985,29,2023-05-21,45.33,27.64
1986,14,2023-03-28,31.73,15.75
1987,11,2023-09-08,281.81,257.55
1988,6,2023-03-08,39.0,27.26
1989,28,2023-11-21,20.34,55.13
1990,28,2023-07-26,228.06,196.35
1991,28,2023-09-02,240.12,246.89
1992,25,2023-01-03,29.42,21.41
1993,3,2023-10-01,62.3,77.92
1994,13,2023-07-11,198.85,217.92
1995,1,2023-06-14,145.88,169.01
1996,13,2023-01-10,14.74,17.24
1997,1,2023-11-17,104.87,89.69
1998,16,2023-04-26,14.58,27.04
1999,23,2023-06-09,254.17,258.16
2000,9,2023-02-22,8.54,6.97
2001,25,2023-09-15,103.0,160.9
2002,20,2023-03-27,12.16,10.86
2003,5,2023-01-24,13.14,21.19
2004,20,2023-05-29,17.34,18.89
2005,30,2023-09-24,244.28,195.84
2006,22,2023-08-11,198.42,204.81
2007,9,2023-06-25,250.74,194.88
2008,32,2023-07-03,247.51,263.21
2009,13,2023-03-26,24.75,34.86
2010,26,2023-01-10,19.53,14.69
2011,15,2023-04-25,9.04,6.61
2012,9,2023-04-19,37.63,31.12
2013,2,2023-10-29,38.9,48.37
2014,33,2023-03-28,13.23,5.06
2015,8,2023-07-07,144.37,180.23
2016,3,2023-07-12,377.1,257.93
2017,17,2023-10-01,46.82,32.91
2018,4,2023-11-01,103.78,46.1
2019,4,2023-12-05,103.26,86.67
2020,7,2023-12-01,108.72,90.71
2021,2,2023-01-25,39.44,30.3
2022,8,2023-08-02,124.51,169.23
2023,29,2023-07-14,164.49,158.75
2024,8,2023-10-08,73.87,78.33
2025,17,2023-08-31,170.26,157.52
2026,10,2023-04-16,10.81,8.78
2027,1,2023-06-04,119.36,157.22
2028,27,2023-12-05,90.52,71.85
2029,7,2023-12-06,64.33,31.09
2030,18,2023-11-15,69.84,76.49
2031,9,2023-08-03,264.43,250.41
2032,7,2023-09-19,246.82,227.45
2033,8,2023-05-25,0.0,6.11
2034,8,2023-02-24,33.78,33.28
2035,32,2023-04-12,0.0,16.23
2036,13,2023-05-15,38.16,32.39
2037,13,2023-07-03,307.94,261.84
2038,27,2023-06-01,149.85,162.73
2039,11,2023-01-21,18.73,23.71
2040,32,2023-04-17,48.66,38.39
2041,31,2023-06-19,79.24,139.5
2042,16,2023-01-02,21.91,19.99
2043,1,2023-12-10,17.26,29.61
2044,6,2023-02-26,5.38,20.35
2045,32,2023-03-18,46.56,39.21
2046,6,2023-09-19,241.68,205.93
2047,5,2023-02-21,49.62,34.4
2048,17,2023-11-26,80.01,99.53
2049,15,2023-08-22,211.24,170.34
2050,19,2023-05-16,42.56,37.05
2051,30,2023-01-26,18.6,30.13
2052,7,2023-03-31,0.0,5.73
2053,3,2023-05-29,52.15,31.63
2054,24,2023-12-13,32.06,35.43
2055,21,2023-08-07,123.73,190.41
2056,8,2023-02-18,7.98,9.04
2057,3,2023-01-05,30.17,34.27
2058,9,2023-12-06,85.25,85.22
2059,11,2023-06-18,280.85,276.93
2060,23,2023-08-13,372.58,260.55
2061,18,2023-02-17,34.28,38.34
2062,24,2023-06-25,285.86,214.76
2063,12,2023-02-28,26.71,29.53
2064,26,2023-07-24,191.5,252.77
2065,30,2023-05-20,48.89,27.92
2066,25,2023-12-20,14.87,33.87
2067,31,2023-08-04,155.73,184.24
2068,11,2023-02-27,19.48,11.51
2069,9,2023-12-23,82.72,96.31
2070,4,2023-03-23,29.05,38.94
2071,7,2023-08-02,273.41,237.55
2072,31,2023-10-19,42.7,33.69
2073,29,2023-04-03,45.23,29.71
2074,25,2023-07-03,201.95,201.3
2075,2,2023-12-17,24.85,71.52
2076,9,2023-09-05,135.88,242.88
2077,32,2023-02-27,17.59,27.0
2078,27,2023-08-14,299.52,204.98
2079,3,2023-02-02,37.57,31.1
2080,17,2023-12-02,112.2,94.31
2081,21,2023-01-07,56.39,33.71
2082,15,2023-12-09,108.11,94.47
2083,22,2023-09-23,243.25,219.07
2084,7,2023-08-10,249.91,208.31
2085,16,2023-09-04,179.41,158.69
2086,23,2023-12-06,72.87,74.33
2087,25,2023-03-18,26.41,24.75
2088,4,2023-01-06,31.71,23.41
2089,11,2023-09-16,201.51,241.49
2090,31,2023-09-11,223.12,195.41
2091,11,2023-02-08,25.54,21.54
2092,32,2023-06-14,80.58,186.1
2093,16,2023-06-19,119.44,151.9
2094,18,2023-01-26,23.38,25.15
2095,33,2023-04-25,24.81,34.88
2096,25,2023-07-26,194.88,133.93
2097,16,2023-02-10,0.0,12.08
2098,30,2023-08-16,217.02,207.04
2099,29,2023-02-15,9.29,13.11
2100,32,2023-08-17,207.99,159.29
2101,21,2023-03-02,24.08,33.43
2102,32,2023-12-01,61.48,67.78
2103,2,2023-02-22,13.73,25.35
2104,26,2023-07-31,227.01,191.0
2105,3,2023-10-13,27.63,46.18
2106,1,2023-02-16,38.81,25.98
2107,20,2023-09-18,152.23,152.2
2108,14,2023-12-02,65.22,68.73
2109,30,2023-06-24,206.13,212.63
2110,24,2023-01-28,18.32,22.47
2111,15,2023-08-21,242.55,154.65
2112,22,2023-10-14,42.06,44.63
2113,31,2023-12-03,63.12,71.82
2114,24,2023-08-20,287.57,266.76
2115,8,2023-02-19,17.14,24.37
2116,15,2023-01-02,0.0,15.93
2117,22,2023-07-01,258.82,236.02
2118,19,2023-10-08,107.95,98.93
2119,24,2023-12-26,51.07,84.35
2120,7,2023-01-24,36.65,24.06
2121,11,2023-09-10,110.45,126.57
2122,9,2023-07-29,196.22,123.2
2123,7,2023-05-11,23.31,7.19
2124,13,2023-04-07,0.0,21.25
2125,8,2023-07-21,313.68,219.07
2126,14,2023-08-23,143.53,155.06
2127,13,2023-06-23,120.01,138.05
2128,7,2023-08-01,237.9,124.3
2129,3,2023-11-21,55.08,53.54
2130,8,2023-08-19,139.79,183.32
2131,30,2023-12-04,58.71,70.99
2132,33,2023-03-10,49.91,38.67
2133,32,2023-01-03,42.15,23.75
2134,4,2023-10-11,95.08,75.0
2135,28,2023-10-27,50.75,63.32
2136,31,2023-09-18,119.02,123.53
2137,12,2023-12-21,30.47,51.85
2138,12,2023-03-07,0.0,9.84
2139,7,2023-07-18,323.96,238.11
2140,21,2023-09-16,253.63,256.89
2141,25,2023-08-03,205.03,186.93
2142,16,2023-05-21,20.94,23.05
2143,26,2023-06-25,215.84,199.56
2144,19,2023-08-20,220.93,172.13
2145,9,2023-03-12,37.06,11.71
2146,27,2023-11-05,68.46,40.52
2147,33,2023-06-03,245.69,256.22
2148,21,2023-12-31,62.51,76.03
2149,14,2023-04-13,21.06,14.59
2150,14,2023-11-16,98.9,84.18
2151,19,2023-12-18,25.29,33.93
2152,23,2023-12-11,49.31,63.86
2153,9,2023-12-30,91.25,81.1
2154,12,2023-09-15,306.19,268.58
2155,21,2023-12-30,58.68,80.41
2156,8,2023-06-30,191.06,231.39
2157,31,2023-10-26,40.89,39.47
2158,27,2023-12-12,68.7,86.62
2159,19,2023-08-05,162.32,136.22
2160,1,2023-09-25,221.62,197.16
2161,7,2023-01-13,13.58,7.01
2162,25,2023-03-16,19.61,29.91
2163,4,2023-12-10,72.4,92.38
2164,4,2023-04-13,11.89,9.25
2165,18,2023-03-24,23.67,30.24
2166,19,2023-12-16,41.37,61.54
2167,17,2023-03-16,0.0,5.87
2168,4,2023-12-20,16.27,45.97
2169,19,2023-04-15,19.57,9.77
2170,3,2023-07-03,187.96,161.2
2171,29,2023-02-22,33.8,32.1
2172,15,2023-11-28,40.74,89.2
2173,25,2023-05-02,27.03,31.25
2174,33,2023-12-23,36.14,30.23
2175,19,2023-12-21,61.71,92.01
2176,4,2023-07-15,199.9,235.95
2177,25,2023-08-02,235.3,253.83
2178,21,2023-10-10,105.15,88.92
2179,4,2023-01-07,8.09,6.43
2180,17,2023-04-14,1.16,7.21
2181,29,2023-04-26,2.15,16.36
2182,24,2023-10-29,63.6,38.47
2183,13,2023-04-10,0.0,14.85
2184,19,2023-08-18,126.66,245.28
2185,12,2023-12-16,105.12,81.26
2186,5,2023-04-06,7.21,9.0
2187,12,2023-09-21,142.11,160.86
2188,8,2023-07-13,327.38,276.99
2189,3,2023-08-08,174.71,194.6
2190,18,2023-10-12,83.29,56.87
2191,17,2023-03-08,22.96,18.4
2192,11,2023-10-27,130.79,95.78
2193,17,2023-01-03,11.08,13.78
2194,22,2023-08-27,180.76,218.67
2195,10,2023-01-21,50.61,35.13
2196,10,2023-06-15,117.96,176.03
2197,4,2023-11-17,65.53,71.29
2198,20,2023-09-09,203.26,184.68
2199,23,2023-02-07,41.99,39.76
2200,21,2023-09-27,250.39,202.66
