district,year,month,population,rainfall,groundwater,temperature,water_usage,storage_capacity,urbanization_rate,region_type,water_source,rainfall_category,season,wsi,stress_level,water_stress_ratio,population_density,water_availability,high_risk_flag
Nizamabad,2023,5,5429839,847,20.0,27,555,70,51.4,Semi-Urban,Groundwater,Medium,Summer,0.2515,Low,0.6394009216589862,5429.839,516.2,0
Nizamabad,2023,5,5429839,871,20.0,31,582,73,46.4,Semi-Urban,Groundwater,Medium,Summer,0.2548,Low,0.6524663677130045,5429.839,530.6,0
Nizamabad,2023,5,5429839,836,29.0,31,603,69,47.4,Rural,Surface Water,Medium,Summer,0.2583,Low,0.6963048498845266,5429.839,513.1999999999999,0
Nizamabad,2023,5,5429839,880,21.0,31,602,85,49.4,Semi-Urban,Surface Water,Medium,Summer,0.2535,Low,0.6674057649667405,5429.839,536.4,0
Nizamabad,2023,6,5429839,945,19.0,29,587,87,51.4,Urban,Groundwater,High,Monsoon,0.2397,Low,0.6082901554404145,5429.839,574.6,0
Nizamabad,2023,6,5429839,958,17.0,31,579,72,52.4,Rural,Mixed,High,Monsoon,0.2507,Low,0.5932377049180327,5429.839,581.5999999999999,0
Nizamabad,2023,6,5429839,1047,28.0,28,682,88,47.4,Semi-Urban,Mixed,High,Monsoon,0.2279,Low,0.6338289962825279,5429.839,639.4,0
Nizamabad,2023,6,5429839,1020,18.0,27,559,85,52.4,Urban,Surface Water,High,Monsoon,0.2219,Low,0.5380173243503369,5429.839,619.2,0
Nizamabad,2023,6,5429839,1009,22.0,29,567,84,52.4,Urban,Mixed,High,Monsoon,0.2256,Low,0.5494186046511628,5429.839,614.1999999999999,0
Nizamabad,2023,6,5429839,939,18.0,26,680,88,52.4,Urban,Surface Water,High,Monsoon,0.2547,Low,0.7098121085594989,5429.839,570.6,0
Nizamabad,2023,6,5429839,993,22.0,27,611,74,49.4,Urban,Surface Water,High,Monsoon,0.2348,Low,0.6013779527559056,5429.839,604.5999999999999,0
Nizamabad,2023,7,5429839,1000,16.0,25,568,83,50.4,Urban,Mixed,High,Monsoon,0.2237,Low,0.5585054080629301,5429.839,606.4,0
Nizamabad,2023,7,5429839,1019,28.0,31,592,71,51.4,Rural,Surface Water,High,Monsoon,0.2326,Low,0.5648854961832062,5429.839,622.6,0
Nizamabad,2023,7,5429839,1007,26.0,26,605,82,48.4,Urban,Mixed,High,Monsoon,0.2205,Low,0.5851063829787234,5429.839,614.5999999999999,0
Nizamabad,2023,7,5429839,1001,27.0,26,688,75,52.4,Semi-Urban,Mixed,High,Monsoon,0.2445,Low,0.6686103012633625,5429.839,611.4,0
Nizamabad,2023,7,5429839,1019,15.0,31,680,88,51.4,Semi-Urban,Mixed,High,Monsoon,0.2547,Low,0.6570048309178744,5429.839,617.4,0
Nizamabad,2023,7,5429839,1014,24.0,29,606,81,51.4,Urban,Groundwater,High,Monsoon,0.2312,Low,0.5832531280076997,5429.839,618.0,0
Nizamabad,2023,7,5429839,1002,14.0,29,669,72,48.4,Urban,Mixed,High,Monsoon,0.2571,Low,0.6578171091445427,5429.839,606.8,0
Nizamabad,2023,8,5429839,975,14.0,30,696,74,52.4,Rural,Groundwater,High,Monsoon,0.2715,Low,0.703030303030303,5429.839,590.6,0
Nizamabad,2023,8,5429839,984,28.0,25,660,70,48.4,Urban,Groundwater,High,Monsoon,0.237,Low,0.6515301085883515,5429.839,601.6,0
Nizamabad,2023,8,5429839,955,22.0,29,639,71,51.4,Semi-Urban,Groundwater,High,Monsoon,0.2536,Low,0.6533742331288344,5429.839,581.8,0
Nizamabad,2023,8,5429839,942,25.0,26,713,71,51.4,Rural,Groundwater,High,Monsoon,0.2614,Low,0.7365702479338843,5429.839,575.1999999999999,0
Nizamabad,2023,8,5429839,1042,29.0,30,711,86,52.4,Semi-Urban,Mixed,High,Monsoon,0.2435,Low,0.6632462686567164,5429.839,636.8,0
Nizamabad,2023,8,5429839,1042,14.0,31,578,72,52.4,Urban,Groundwater,High,Monsoon,0.2409,Low,0.5468306527909177,5429.839,630.8,0
Nizamabad,2023,8,5429839,1012,27.0,29,691,86,46.4,Urban,Groundwater,High,Monsoon,0.238,Low,0.6644230769230769,5429.839,617.9999999999999,0
Nizamabad,2023,9,5429839,979,29.0,26,689,78,52.4,Semi-Urban,Surface Water,High,Monsoon,0.2445,Low,0.6828543111992071,5429.839,599.0,0
Nizamabad,2023,9,5429839,1060,14.0,30,678,80,46.4,Rural,Surface Water,High,Monsoon,0.2462,Low,0.6306976744186047,5429.839,641.6,0
Nizamabad,2023,9,5429839,998,23.0,25,682,76,51.4,Rural,Groundwater,High,Monsoon,0.2443,Low,0.6673189823874756,5429.839,608.0,0
Nizamabad,2023,9,5429839,1011,28.0,27,627,83,52.4,Rural,Groundwater,High,Monsoon,0.2278,Low,0.6028846153846154,5429.839,617.8000000000001,0
Nizamabad,2023,9,5429839,1025,22.0,28,667,78,48.4,Rural,Mixed,High,Monsoon,0.2402,Low,0.6364503816793893,5429.839,623.8,0
Nizamabad,2023,9,5429839,1039,29.0,26,646,72,50.4,Rural,Mixed,High,Monsoon,0.2279,Low,0.6043030869971936,5429.839,635.0,0
Nizamabad,2023,9,5429839,994,28.0,25,563,77,52.4,Rural,Surface Water,High,Monsoon,0.2166,Low,0.5503421309872922,5429.839,607.6,0
Nizamabad,2023,10,5429839,907,25.0,27,611,77,51.4,Urban,Mixed,High,Winter,0.2452,Low,0.654876741693462,5429.839,554.1999999999999,0
Nizamabad,2023,10,5429839,932,17.0,28,604,71,50.4,Rural,Surface Water,High,Winter,0.2521,Low,0.6357894736842106,5429.839,565.9999999999999,0
Nizamabad,2023,10,5429839,918,26.0,25,554,85,47.4,Semi-Urban,Mixed,High,Winter,0.2192,Low,0.5862433862433862,5429.839,561.1999999999999,0
Nizamabad,2023,10,5429839,903,19.0,31,634,71,47.4,Urban,Mixed,High,Winter,0.2634,Low,0.6868905742145178,5429.839,549.4,0
Nizamabad,2023,10,5429839,961,15.0,26,648,77,51.4,Semi-Urban,Groundwater,High,Winter,0.2525,Low,0.6632548618219037,5429.839,582.6,0
Nizamabad,2023,10,5429839,896,26.0,27,578,74,47.4,Rural,Surface Water,Medium,Winter,0.2368,Low,0.6262188515709642,5429.839,548.0,0
Nizamabad,2023,10,5429839,889,20.0,30,707,73,50.4,Rural,Mixed,Medium,Winter,0.2791,Low,0.7769230769230769,5429.839,541.4,0
Nizamabad,2023,11,5429839,891,23.0,28,690,75,50.4,Urban,Mixed,Medium,Winter,0.2674,Low,0.7540983606557377,5429.839,543.8000000000001,0
Nizamabad,2023,11,5429839,905,17.0,31,580,80,48.4,Rural,Surface Water,High,Winter,0.2508,Low,0.628385698808234,5429.839,549.8,0
Nizamabad,2023,11,5429839,884,23.0,31,640,83,51.4,Urban,Mixed,Medium,Winter,0.2615,Low,0.7048458149779736,5429.839,539.6,0
Nizamabad,2023,11,5429839,902,25.0,28,609,69,47.4,Urban,Surface Water,High,Winter,0.2476,Low,0.65625,5429.839,551.1999999999999,0
Nizamabad,2023,11,5429839,906,25.0,30,665,79,46.4,Rural,Groundwater,High,Winter,0.2562,Low,0.7135193133047211,5429.839,553.6,0
Nizamabad,2023,11,5429839,923,15.0,26,670,73,49.4,Urban,Surface Water,High,Winter,0.2626,Low,0.7135250266240681,5429.839,559.8,0
Nizamabad,2023,11,5429839,893,23.0,29,620,88,47.4,Urban,Surface Water,Medium,Winter,0.2456,Low,0.6761177753544165,5429.839,545.0,0
Nizamabad,2023,12,5429839,845,18.0,31,580,78,46.4,Semi-Urban,Groundwater,Medium,Winter,0.2578,Low,0.6712962962962963,5429.839,514.2,0
Nizamabad,2023,12,5429839,792,15.0,31,571,87,49.4,Semi-Urban,Surface Water,Medium,Winter,0.2655,Low,0.7066831683168316,5429.839,481.2,0
Nizamabad,2023,12,5429839,881,22.0,29,708,87,46.4,Rural,Surface Water,Medium,Winter,0.2655,Low,0.7831858407079646,5429.839,537.4,0
Nizamabad,2023,12,5429839,878,16.0,28,554,76,46.4,Semi-Urban,Mixed,Medium,Winter,0.2447,Low,0.6189944134078212,5429.839,533.1999999999999,0
Nizamabad,2023,12,5429839,811,15.0,31,601,75,46.4,Rural,Surface Water,Medium,Winter,0.2716,Low,0.7267230955259976,5429.839,492.6,0
Nizamabad,2023,12,5429839,888,29.0,28,650,75,46.4,Rural,Mixed,Medium,Winter,0.2499,Low,0.7080610021786492,5429.839,544.4,0
Nizamabad,2023,12,5429839,920,15.0,30,680,83,51.4,Urban,Mixed,High,Winter,0.2701,Low,0.7264957264957265,5429.839,558.0,0
Nizamabad,2024,1,5489290,850,16.5,29,581,79,51.2,Urban,Groundwater,Medium,Winter,0.2615,Low,0.6697406340057637,5489.29,516.6,0
Nizamabad,2024,1,5489290,869,20.5,31,711,84,49.2,Rural,Mixed,Medium,Winter,0.2801,Low,0.79842784952274,5489.29,529.6,0
Nizamabad,2024,1,5489290,810,24.5,27,701,85,49.2,Semi-Urban,Surface Water,Medium,Winter,0.2745,Low,0.83901855176541,5489.29,495.8,0
Nizamabad,2024,1,5489290,924,27.5,26,592,84,49.2,Rural,Groundwater,High,Winter,0.2311,Low,0.6215223097112861,5489.29,565.4,0
Nizamabad,2024,1,5489290,793,26.5,29,674,84,51.2,Rural,Groundwater,Medium,Winter,0.2761,Low,0.8214503351614869,5489.29,486.4,0
Nizamabad,2024,1,5489290,824,26.5,29,695,85,50.2,Urban,Surface Water,Medium,Winter,0.2742,Low,0.8162066940692895,5489.29,505.0,0
Nizamabad,2024,1,5489290,856,24.5,25,706,84,52.2,Urban,Groundwater,Medium,Winter,0.2681,Low,0.8009075439591605,5489.29,523.4,0
Nizamabad,2024,2,5489290,865,16.5,30,577,75,49.2,Urban,Groundwater,Medium,Winter,0.2604,Low,0.6538243626062323,5489.29,525.6,0
Nizamabad,2024,2,5489290,886,28.5,31,569,78,48.2,Semi-Urban,Surface Water,Medium,Winter,0.2432,Low,0.6215182960131076,5489.29,543.0,0
Nizamabad,2024,2,5489290,860,13.5,28,652,76,53.2,Rural,Surface Water,Medium,Winter,0.2787,Low,0.7455688965122927,5489.29,521.4,0
Nizamabad,2024,2,5489290,825,18.5,31,587,87,49.2,Semi-Urban,Mixed,Medium,Winter,0.2624,Low,0.6950858496151568,5489.29,502.4,0
Nizamabad,2024,2,5489290,839,16.5,30,681,75,52.2,Urban,Surface Water,Medium,Winter,0.2881,Low,0.7950963222416813,5489.29,510.0,0
Nizamabad,2024,2,5489290,867,16.5,31,624,81,47.2,Semi-Urban,Mixed,Medium,Winter,0.2665,Low,0.7054833239118146,5489.29,526.8,0
Nizamabad,2024,2,5489290,854,16.5,29,670,88,52.2,Semi-Urban,Surface Water,Medium,Winter,0.2752,Low,0.7687894434882386,5489.29,519.0,0
Nizamabad,2024,3,5489290,866,17.5,29,605,76,53.2,Urban,Surface Water,Medium,Summer,0.2664,Low,0.6840022611644997,5489.29,526.6,0
Nizamabad,2024,3,5489290,836,19.5,26,588,86,52.2,Rural,Groundwater,Medium,Summer,0.2535,Low,0.6865148861646234,5489.29,509.4,0
Nizamabad,2024,3,5489290,867,19.5,30,712,75,53.2,Semi-Urban,Surface Water,Medium,Summer,0.2881,Low,0.8022535211267605,5489.29,527.9999999999999,0
Nizamabad,2024,3,5489290,909,26.5,26,699,76,48.2,Semi-Urban,Groundwater,High,Summer,0.2587,Low,0.7463961558996263,5489.29,556.0,0
Nizamabad,2024,3,5489290,824,18.5,31,637,84,53.2,Rural,Surface Water,Medium,Summer,0.2781,Low,0.7551867219917012,5489.29,501.8,0
Nizamabad,2024,3,5489290,830,15.5,30,679,76,53.2,Semi-Urban,Surface Water,Medium,Summer,0.2906,Low,0.8021264028352038,5489.29,504.2,0
Nizamabad,2024,3,5489290,852,22.5,28,640,81,52.2,Semi-Urban,Surface Water,Medium,Summer,0.265,Low,0.7310108509423187,5489.29,520.2,0
Nizamabad,2024,4,5489290,920,26.5,25,559,70,52.2,Rural,Groundwater,High,Summer,0.2341,Low,0.5899736147757256,5489.29,562.6,0
Nizamabad,2024,4,5489290,820,13.5,27,562,70,51.2,Rural,Mixed,Medium,Summer,0.2657,Low,0.6734571599760335,5489.29,497.4,0
Nizamabad,2024,4,5489290,825,28.5,27,659,76,50.2,Semi-Urban,Groundwater,Medium,Summer,0.2653,Low,0.7712112346401404,5489.29,506.4,0
Nizamabad,2024,4,5489290,823,24.5,27,687,69,53.2,Rural,Mixed,Medium,Summer,0.2817,Low,0.8096641131408367,5489.29,503.6,0
Nizamabad,2024,4,5489290,885,21.5,28,562,81,50.2,Rural,Groundwater,Medium,Summer,0.2434,Low,0.6192837465564738,5489.29,539.6,0
Nizamabad,2024,4,5489290,828,23.5,25,591,88,50.2,Semi-Urban,Surface Water,Medium,Summer,0.2463,Low,0.6932551319648094,5489.29,506.19999999999993,0
Nizamabad,2024,4,5489290,874,23.5,29,646,83,49.2,Urban,Groundwater,Medium,Summer,0.2599,Low,0.7189760712298275,5489.29,533.8,0
Nizamabad,2024,5,5489290,864,19.5,25,575,81,49.2,Semi-Urban,Mixed,Medium,Summer,0.2442,Low,0.6500847936687394,5489.29,526.1999999999999,0
Nizamabad,2024,5,5489290,847,23.5,28,565,79,49.2,Semi-Urban,Surface Water,Medium,Summer,0.2477,Low,0.6483075157773953,5489.29,517.6,0
Nizamabad,2024,5,5489290,798,25.5,28,597,87,49.2,Rural,Mixed,Medium,Summer,0.2555,Low,0.7240751970891449,5489.29,489.0,0
Nizamabad,2024,5,5489290,870,16.5,30,678,82,50.2,Urban,Mixed,Medium,Summer,0.2774,Low,0.763943661971831,5489.29,528.6,0
Nizamabad,2024,5,5489290,871,24.5,29,606,86,50.2,Urban,Surface Water,Medium,Summer,0.2508,Low,0.6759620747350809,5489.29,532.4,0
Nizamabad,2024,5,5489290,882,27.5,28,592,74,53.2,Urban,Groundwater,Medium,Summer,0.2504,Low,0.6501922020867655,5489.29,540.1999999999999,0
Nizamabad,2024,5,5489290,853,26.5,28,699,78,53.2,Rural,Surface Water,Medium,Summer,0.2751,Low,0.7938671209540034,5489.29,522.4,0
Nizamabad,2024,6,5489290,1042,20.5,31,694,86,49.2,Rural,Mixed,High,Monsoon,0.2498,Low,0.6525622943112365,5489.29,633.4,0
Nizamabad,2024,6,5489290,1036,20.5,31,571,84,51.2,Urban,Mixed,High,Monsoon,0.2291,Low,0.5399527186761229,5489.29,629.8000000000001,0
Nizamabad,2024,6,5489290,1057,25.5,31,668,80,49.2,Urban,Groundwater,High,Monsoon,0.2403,Low,0.6165205353022611,5489.29,644.4,0
Nizamabad,2024,6,5489290,1064,16.5,31,663,76,49.2,Rural,Mixed,High,Monsoon,0.2493,Low,0.6130374479889042,5489.29,645.0,0
Nizamabad,2024,6,5489290,1006,24.5,29,606,79,52.2,Rural,Groundwater,High,Monsoon,0.2361,Low,0.5874939408628211,5489.29,613.4,0
Nizamabad,2024,6,5489290,1003,14.5,27,626,73,48.2,Semi-Urban,Mixed,High,Monsoon,0.2455,Low,0.6146293568973982,5489.29,607.5999999999999,0
Nizamabad,2024,6,5489290,996,28.5,31,624,80,49.2,Semi-Urban,Mixed,High,Monsoon,0.2377,Low,0.6084836665041443,5489.29,609.0,0
Nizamabad,2024,7,5489290,1021,23.5,31,591,72,49.2,Rural,Surface Water,High,Monsoon,0.2363,Low,0.5652797704447633,5489.29,622.0,0
Nizamabad,2024,7,5489290,1023,27.5,28,611,78,47.2,Urban,Groundwater,High,Monsoon,0.225,Low,0.5810746552543985,5489.29,624.8,0
Nizamabad,2024,7,5489290,1044,21.5,28,697,85,50.2,Rural,Mixed,High,Monsoon,0.2446,Low,0.653539615564932,5489.29,635.0,0
Nizamabad,2024,7,5489290,1051,21.5,29,642,77,50.2,Urban,Surface Water,High,Monsoon,0.2385,Low,0.5980437820214253,5489.29,639.2,0
Nizamabad,2024,7,5489290,1007,23.5,30,643,74,49.2,Rural,Mixed,High,Monsoon,0.2458,Low,0.6233640329617063,5489.29,613.5999999999999,0
Nizamabad,2024,7,5489290,1057,19.5,28,562,75,51.2,Semi-Urban,Groundwater,High,Monsoon,0.2236,Low,0.5215777262180974,5489.29,641.9999999999999,0
Nizamabad,2024,7,5489290,941,28.5,26,571,84,53.2,Semi-Urban,Groundwater,High,Monsoon,0.2273,Low,0.5883565172591447,5489.29,576.0,0
Nizamabad,2024,8,5489290,977,28.5,31,588,88,53.2,Semi-Urban,Surface Water,High,Monsoon,0.2333,Low,0.5842026825633383,5489.29,597.5999999999999,0
Nizamabad,2024,8,5489290,987,13.5,31,648,71,47.2,Rural,Groundwater,High,Monsoon,0.2613,Low,0.6470294558162756,5489.29,597.5999999999999,0
Nizamabad,2024,8,5489290,1082,27.5,27,635,79,47.2,Rural,Groundwater,High,Monsoon,0.2185,Low,0.5718144979738856,5489.29,660.1999999999999,0
Nizamabad,2024,8,5489290,999,27.5,26,576,84,47.2,Urban,Mixed,High,Monsoon,0.2146,Low,0.5605839416058395,5489.29,610.4,0
Nizamabad,2024,8,5489290,925,28.5,31,665,81,48.2,Rural,Mixed,High,Monsoon,0.255,Low,0.6966998428496595,5489.29,566.4,0
Nizamabad,2024,8,5489290,931,18.5,31,640,84,53.2,Rural,Surface Water,High,Monsoon,0.2626,Low,0.6733298264071541,5489.29,566.0,0
Nizamabad,2024,8,5489290,1083,18.5,27,572,70,53.2,Semi-Urban,Groundwater,High,Monsoon,0.2252,Low,0.5188208616780046,5489.29,657.1999999999999,0
Nizamabad,2024,9,5489290,1057,14.5,31,687,80,53.2,Urban,Groundwater,High,Monsoon,0.2591,Low,0.6405594405594406,5489.29,639.9999999999999,0
Nizamabad,2024,9,5489290,979,18.5,27,570,71,52.2,Semi-Urban,Surface Water,High,Monsoon,0.2389,Low,0.5708562844266399,5489.29,594.8,0
Nizamabad,2024,9,5489290,1077,19.5,26,590,75,49.2,Rural,Mixed,High,Monsoon,0.2202,Low,0.5375854214123007,5489.29,653.9999999999999,0
Nizamabad,2024,9,5489290,1036,15.5,30,718,79,50.2,Semi-Urban,Groundwater,High,Monsoon,0.263,Low,0.6821852731591449,5489.29,627.8000000000001,0
Nizamabad,2024,9,5489290,999,21.5,26,675,83,48.2,Semi-Urban,Groundwater,High,Monsoon,0.2419,Low,0.6607929515418502,5489.29,608.0,0
Nizamabad,2024,9,5489290,1044,22.5,28,604,82,49.2,Urban,Mixed,High,Monsoon,0.2255,Low,0.565807962529274,5489.29,635.4,0
Nizamabad,2024,9,5489290,1001,23.5,30,580,73,49.2,Rural,Mixed,High,Monsoon,0.2346,Low,0.5655777669429547,5489.29,610.0,0
Nizamabad,2024,10,5489290,930,15.5,27,671,86,49.2,Urban,Surface Water,High,Winter,0.259,Low,0.7089276281035394,5489.29,564.2,0
Nizamabad,2024,10,5489290,870,14.5,30,693,69,52.2,Semi-Urban,Mixed,Medium,Winter,0.2909,Low,0.782608695652174,5489.29,527.8,0
Nizamabad,2024,10,5489290,918,27.5,30,673,75,49.2,Urban,Groundwater,High,Winter,0.2607,Low,0.711040676175383,5489.29,561.8,0
Nizamabad,2024,10,5489290,887,24.5,28,646,86,47.2,Urban,Surface Water,Medium,Winter,0.2514,Low,0.707945205479452,5489.29,541.9999999999999,0
Nizamabad,2024,10,5489290,908,18.5,26,693,85,53.2,Rural,Mixed,High,Winter,0.2662,Low,0.7471698113207547,5489.29,552.1999999999999,0
Nizamabad,2024,10,5489290,881,15.5,29,650,87,47.2,Urban,Surface Water,Medium,Winter,0.2636,Low,0.724233983286908,5489.29,534.8000000000001,0
Nizamabad,2024,10,5489290,950,17.5,30,603,77,52.2,Semi-Urban,Mixed,High,Winter,0.2539,Low,0.6226122870418173,5489.29,577.0,0
Nizamabad,2024,11,5489290,912,17.5,26,677,71,48.2,Urban,Groundwater,High,Winter,0.2654,Low,0.7275658248253627,5489.29,554.1999999999999,0
Nizamabad,2024,11,5489290,943,21.5,27,575,72,48.2,Semi-Urban,Groundwater,High,Winter,0.2378,Low,0.5955463490419471,5489.29,574.4,0
Nizamabad,2024,11,5489290,907,14.5,28,704,69,52.2,Urban,Surface Water,High,Winter,0.2835,Low,0.7631436314363144,5489.29,549.9999999999999,0
Nizamabad,2024,11,5489290,929,15.5,31,594,69,49.2,Urban,Surface Water,High,Winter,0.2602,Low,0.6282390269698572,5489.29,563.6,0
Nizamabad,2024,11,5489290,918,13.5,28,612,83,50.2,Urban,Surface Water,High,Winter,0.2555,Low,0.6563002680965148,5489.29,556.1999999999999,0
Nizamabad,2024,11,5489290,924,19.5,30,679,86,51.2,Rural,Surface Water,High,Winter,0.2655,Low,0.7188988883006882,5489.29,562.1999999999999,0
Nizamabad,2024,11,5489290,937,23.5,26,700,82,49.2,Urban,Mixed,High,Winter,0.2557,Low,0.7280291211648466,5489.29,571.5999999999999,0
Nizamabad,2024,12,5489290,856,17.5,30,705,75,48.2,Semi-Urban,Surface Water,Medium,Winter,0.2854,Low,0.8061749571183533,5489.29,520.6,0
Nizamabad,2024,12,5489290,890,20.5,30,580,72,47.2,Semi-Urban,Mixed,Medium,Winter,0.2528,Low,0.6363137685134393,5489.29,542.2,0
Nizamabad,2024,12,5489290,851,20.5,25,681,74,49.2,Rural,Surface Water,Medium,Winter,0.2698,Low,0.7805157593123209,5489.29,518.8,0
Nizamabad,2024,12,5489290,865,22.5,29,623,70,49.2,Urban,Mixed,Medium,Winter,0.2641,Low,0.7011817670230726,5489.29,528.0,0
Nizamabad,2024,12,5489290,789,22.5,26,698,86,48.2,Semi-Urban,Mixed,Medium,Winter,0.2755,Low,0.8590769230769231,5489.29,482.4,0
Nizamabad,2024,12,5489290,817,13.5,27,627,85,47.2,Urban,Surface Water,Medium,Winter,0.2676,Low,0.7540589296452195,5489.29,495.6,0
Nizamabad,2024,12,5489290,880,18.5,25,579,75,53.2,Rural,Surface Water,Medium,Winter,0.2506,Low,0.6436909394107838,5489.29,535.4,0
Karimnagar,2015,1,4797678,836,49.0,33,476,37,78.0,Urban,Mixed,Medium,Winter,0.2382,Low,0.5372460496613995,4797.678,521.1999999999999,0
Karimnagar,2015,1,4797678,890,55.0,36,595,45,73.0,Urban,Mixed,Medium,Winter,0.2449,Low,0.6289640591966174,4797.678,556.0,0
Karimnagar,2015,1,4797678,881,48.0,37,518,41,73.0,Semi-Urban,Groundwater,Medium,Winter,0.2419,Low,0.556989247311828,4797.678,547.8000000000001,0
Karimnagar,2015,1,4797678,929,54.0,33,589,26,79.0,Rural,Mixed,High,Winter,0.2484,Low,0.5985772357723578,4797.678,579.0,0
Karimnagar,2015,1,4797678,850,52.0,35,511,28,75.0,Rural,Surface Water,Medium,Winter,0.2456,Low,0.5658914728682171,4797.678,530.8,0
Karimnagar,2015,1,4797678,823,49.0,31,581,45,73.0,Rural,Groundwater,Medium,Winter,0.2482,Low,0.6655211912943871,4797.678,513.4,0
Karimnagar,2015,1,4797678,821,49.0,31,596,42,78.0,Urban,Mixed,Medium,Winter,0.258,Low,0.6842709529276694,4797.678,512.1999999999999,0
Karimnagar,2015,2,4797678,946,46.0,36,534,30,79.0,Rural,Groundwater,High,Winter,0.2468,Low,0.5377643504531722,4797.678,586.0,0
Karimnagar,2015,2,4797678,875,52.0,33,598,33,73.0,Semi-Urban,Surface Water,Medium,Winter,0.2508,Low,0.6443965517241379,4797.678,545.8,0
Karimnagar,2015,2,4797678,826,47.0,31,549,38,73.0,Semi-Urban,Surface Water,Medium,Winter,0.2468,Low,0.6281464530892449,4797.678,514.4,0
Karimnagar,2015,2,4797678,858,58.0,33,578,42,79.0,Urban,Mixed,Medium,Winter,0.2448,Low,0.6303162486368593,4797.678,538.0,0
Karimnagar,2015,2,4797678,830,52.0,33,513,44,73.0,Rural,Surface Water,Medium,Winter,0.235,Low,0.580973952434881,4797.678,518.8,0
Karimnagar,2015,2,4797678,864,56.0,32,584,40,74.0,Rural,Groundwater,Medium,Winter,0.2411,Low,0.6340933767643865,4797.678,540.8,0
Karimnagar,2015,2,4797678,851,48.0,36,541,31,74.0,Semi-Urban,Groundwater,Medium,Winter,0.255,Low,0.6011111111111112,4797.678,529.8,0
Karimnagar,2015,3,4797678,920,50.0,33,479,41,76.0,Semi-Urban,Mixed,High,Summer,0.2212,Low,0.4933058702368692,4797.678,572.0,0
Karimnagar,2015,3,4797678,895,51.0,34,577,29,77.0,Urban,Mixed,Medium,Summer,0.2526,Low,0.6092925026399155,4797.678,557.4,0
Karimnagar,2015,3,4797678,858,54.0,34,540,39,78.0,Urban,Surface Water,Medium,Summer,0.2437,Low,0.5914567360350493,4797.678,536.4,0
Karimnagar,2015,3,4797678,871,44.0,34,536,32,76.0,Semi-Urban,Groundwater,Medium,Summer,0.2525,Low,0.5851528384279476,4797.678,540.2,0
Karimnagar,2015,3,4797678,823,58.0,31,567,29,77.0,Rural,Groundwater,Medium,Summer,0.2484,Low,0.6428571428571429,4797.678,517.0,0
Karimnagar,2015,3,4797678,855,43.0,37,591,44,79.0,Rural,Mixed,Medium,Summer,0.2699,Low,0.657397107897664,4797.678,530.2,0
Karimnagar,2015,3,4797678,917,43.0,31,565,38,78.0,Urban,Surface Water,High,Summer,0.2454,Low,0.5879292403746098,4797.678,567.4,0
Karimnagar,2015,4,4797678,874,48.0,36,572,29,79.0,Semi-Urban,Mixed,Medium,Summer,0.2637,Low,0.6197183098591549,4797.678,543.6,0
Karimnagar,2015,4,4797678,892,51.0,34,536,28,79.0,Semi-Urban,Groundwater,Medium,Summer,0.2473,Low,0.5677966101694916,4797.678,555.5999999999999,0
Karimnagar,2015,4,4797678,921,43.0,31,472,43,79.0,Semi-Urban,Surface Water,High,Summer,0.2247,Low,0.4891191709844559,4797.678,569.8000000000001,0
Karimnagar,2015,4,4797678,908,50.0,36,548,34,77.0,Rural,Groundwater,High,Summer,0.2473,Low,0.5714285714285714,4797.678,564.8,0
Karimnagar,2015,4,4797678,862,50.0,36,533,34,75.0,Rural,Surface Water,Medium,Summer,0.2492,Low,0.583789704271632,4797.678,537.1999999999999,0
Karimnagar,2015,4,4797678,846,57.0,33,498,45,78.0,Urban,Groundwater,Medium,Summer,0.2291,Low,0.5508849557522124,4797.678,530.4,0
Karimnagar,2015,4,4797678,836,58.0,32,468,39,75.0,Semi-Urban,Mixed,Medium,Summer,0.2216,Low,0.5229050279329609,4797.678,524.8,0
Karimnagar,2015,5,4797678,934,50.0,32,477,42,75.0,Rural,Surface Water,High,Summer,0.2152,Low,0.4842639593908629,4797.678,580.4,0
Karimnagar,2015,5,4797678,830,54.0,35,614,41,78.0,Rural,Mixed,Medium,Summer,0.2637,Low,0.6937853107344633,4797.678,519.6,0
Karimnagar,2015,5,4797678,855,53.0,36,589,37,74.0,Urban,Surface Water,Medium,Summer,0.256,Low,0.647964796479648,4797.678,534.2,0
Karimnagar,2015,5,4797678,884,51.0,34,467,33,78.0,Semi-Urban,Mixed,Medium,Summer,0.2312,Low,0.4989316239316239,4797.678,550.8,0
Karimnagar,2015,5,4797678,822,56.0,36,588,30,79.0,Urban,Mixed,Medium,Summer,0.2662,Low,0.6689419795221843,4797.678,515.6,0
Karimnagar,2015,5,4797678,865,49.0,35,536,30,79.0,Rural,Surface Water,Medium,Summer,0.2544,Low,0.585792349726776,4797.678,538.6,0
Karimnagar,2015,5,4797678,897,50.0,37,611,27,78.0,Rural,Mixed,Medium,Summer,0.2681,Low,0.6445147679324894,4797.678,558.1999999999999,0
Karimnagar,2015,6,4797678,1077,46.0,36,481,43,78.0,Urban,Surface Water,High,Monsoon,0.2091,Low,0.4279359430604982,4797.678,664.5999999999999,0
Karimnagar,2015,6,4797678,1038,57.0,32,559,32,75.0,Urban,Groundwater,High,Monsoon,0.214,Low,0.510036496350365,4797.678,645.5999999999999,0
