Res_ID,District_ID,Date,Current_Capacity_TMC,Max_Capacity_TMC
1692,23,2023-04-09,7.26,31.46
1693,5,2023-04-09,0.92,12.21
1694,30,2023-01-20,7.37,14.08
1695,21,2023-06-09,14.03,23.21
1696,9,2023-06-03,16.0,17.09
1697,21,2023-02-17,1.68,20.33
1698,4,2023-09-18,14.27,18.04
1699,12,2023-07-17,14.09,25.44
1700,5,2023-12-08,17.15,27.63
1701,5,2023-01-14,7.41,19.8
1702,13,2023-06-12,11.21,19.31
1703,25,2023-06-13,20.52,28.37
1704,18,2023-04-03,0.1,12.76
1705,12,2023-01-19,10.53,25.22
1706,12,2023-05-04,7.46,20.54
1707,31,2023-07-15,11.3,21.15
1708,25,2023-08-10,14.82,19.1
1709,28,2023-11-04,22.01,27.2
1710,12,2023-03-27,0.1,9.41
1711,23,2023-04-30,13.48,31.22
1712,15,2023-10-03,3.74,6.82
1713,25,2023-02-17,5.36,19.9
1714,17,2023-02-17,0.1,7.39
1715,5,2023-11-17,13.79,22.54
1716,13,2023-11-08,2.31,9.22
1717,2,2023-11-15,20.61,25.83
1718,15,2023-06-06,25.99,30.1
1719,9,2023-05-24,8.77,21.97
1720,10,2023-05-31,3.34,14.18
1721,1,2023-07-13,13.29,24.69
1722,28,2023-12-11,7.13,17.08
1723,12,2023-09-20,12.36,22.03
1724,13,2023-05-19,4.79,29.7
1725,27,2023-04-08,1.96,9.01
1726,13,2023-06-03,28.23,31.63
1727,15,2023-05-02,1.26,10.11
1728,17,2023-04-17,4.47,21.55
1729,31,2023-07-09,6.99,11.65
1730,7,2023-09-27,17.29,21.56
1731,25,2023-08-12,19.49,23.85
1732,17,2023-01-20,5.02,26.59
1733,33,2023-08-11,12.14,19.32
1734,24,2023-05-28,3.56,19.32
1735,12,2023-05-26,3.21,24.65
1736,16,2023-10-15,6.64,12.56
1737,12,2023-07-16,7.83,14.62
1738,9,2023-10-11,5.84,11.47
1739,22,2023-06-25,20.39,26.87
1740,2,2023-08-19,19.89,20.54
1741,18,2023-04-15,0.1,6.76
1742,22,2023-01-12,12.95,29.3
1743,23,2023-03-25,0.1,15.77
1744,24,2023-11-08,13.54,22.36
1745,18,2023-09-03,5.73,13.25
1746,1,2023-05-08,0.1,8.26
1747,28,2023-11-06,4.23,7.68
1748,28,2023-05-26,2.81,6.06
1749,21,2023-04-18,2.46,9.65
1750,21,2023-11-04,9.82,20.36
1751,7,2023-08-29,16.27,22.4
1752,26,2023-06-18,3.06,6.73
1753,3,2023-05-13,3.94,25.02
1754,30,2023-03-05,12.98,26.21
1755,13,2023-01-03,2.56,17.01
1756,3,2023-10-31,18.13,25.48
1757,22,2023-05-21,1.94,13.38
1758,9,2023-10-09,11.21,27.62
1759,33,2023-08-22,3.92,8.5
1760,14,2023-05-21,0.1,8.45
1761,19,2023-11-09,21.45,27.44
1762,26,2023-12-08,10.51,29.32
1763,25,2023-09-22,4.66,8.58
1764,28,2023-08-09,9.96,13.2
1765,29,2023-10-29,6.59,13.35
1766,17,2023-08-22,6.99,10.39
1767,2,2023-07-29,9.72,14.22
1768,7,2023-08-23,6.95,13.86
1769,2,2023-08-10,19.59,25.19
1770,4,2023-02-13,6.42,22.12
1771,17,2023-11-15,3.98,13.16
1772,29,2023-02-12,1.73,13.79
1773,6,2023-01-14,13.81,25.03
1774,14,2023-09-26,7.94,12.2
1775,17,2023-08-18,25.89,27.95
1776,7,2023-06-22,25.27,30.03
1777,26,2023-09-03,24.44,29.51
1778,23,2023-08-03,13.31,18.93
1779,28,2023-06-16,28.53,31.58
1780,1,2023-12-01,2.71,12.63
1781,22,2023-02-09,2.2,15.0
1782,33,2023-08-05,21.93,23.84
1783,2,2023-12-18,14.97,27.75
1784,7,2023-07-16,10.21,17.22
1785,32,2023-12-06,13.84,32.7
1786,19,2023-05-14,10.51,32.29
1787,12,2023-04-15,2.79,19.88
1788,19,2023-12-22,8.97,12.76
1789,14,2023-07-08,15.99,23.38
1790,28,2023-10-22,7.87,14.15
1791,21,2023-01-10,5.65,12.75
1792,18,2023-06-15,0.1,6.22
1793,2,2023-11-27,17.79,23.16
1794,22,2023-07-29,13.04,20.18
1795,27,2023-12-29,9.48,15.0
1796,15,2023-09-06,22.31,27.61
1797,22,2023-06-09,18.69,32.48
1798,3,2023-03-11,8.91,24.3
1799,17,2023-04-02,2.18,6.58
1800,28,2023-02-06,5.07,11.63
1801,31,2023-12-26,8.88,24.57
1802,11,2023-06-19,14.24,24.96
1803,29,2023-03-05,2.96,8.34
1804,20,2023-01-18,6.48,17.85
1805,9,2023-06-19,5.62,7.42
1806,4,2023-12-16,6.11,13.63
1807,16,2023-10-03,5.57,9.12
1808,21,2023-12-28,1.1,7.14
1809,32,2023-08-08,21.16,24.89
1810,12,2023-07-12,22.93,31.46
1811,20,2023-09-21,1.05,6.62
1812,5,2023-11-19,11.15,22.45
1813,27,2023-05-08,1.04,10.14
1814,19,2023-10-21,7.57,14.37
1815,16,2023-07-28,15.45,16.67
1816,4,2023-12-10,8.43,21.5
1817,25,2023-04-11,0.1,15.16
1818,21,2023-09-20,17.52,25.71
1819,23,2023-04-24,6.79,25.3
1820,2,2023-02-13,11.24,29.85
1821,2,2023-02-10,6.98,15.29
1822,10,2023-08-13,2.21,9.05
1823,25,2023-11-04,3.36,8.02
1824,22,2023-02-13,7.3,24.84
1825,14,2023-01-01,11.43,32.69
1826,19,2023-11-26,6.51,11.06
1827,33,2023-07-08,27.65,32.54
1828,10,2023-12-29,20.75,32.19
1829,32,2023-08-24,25.82,32.28
1830,23,2023-09-26,1.28,5.05
1831,25,2023-09-01,2.83,9.28
1832,4,2023-04-21,9.35,28.87
1833,25,2023-06-17,7.08,12.58
1834,27,2023-03-17,4.69,12.62
1835,4,2023-04-10,7.99,27.47
1836,28,2023-04-21,8.11,18.93
1837,17,2023-06-05,2.7,8.14
1838,19,2023-04-19,2.36,19.41
1839,17,2023-07-26,10.03,18.05
1840,33,2023-11-03,11.17,16.13
1841,25,2023-05-06,1.32,20.98
1842,15,2023-02-23,2.09,14.86
1843,5,2023-12-12,4.82,8.83
1844,10,2023-04-11,3.74,12.08
1845,15,2023-07-09,6.63,8.37
1846,29,2023-12-14,11.12,28.62
1847,27,2023-02-15,8.1,31.64
1848,31,2023-01-25,5.21,13.02
1849,29,2023-04-23,12.48,29.61
1850,8,2023-08-17,8.88,13.18
1851,20,2023-05-24,2.37,9.03
1852,23,2023-08-25,2.33,5.55
1853,30,2023-08-08,6.72,8.73
1854,12,2023-12-12,11.66,30.29
1855,27,2023-03-11,2.0,8.65
1856,25,2023-05-06,1.08,15.45
1857,26,2023-08-16,19.37,28.99
1858,21,2023-12-23,11.54,18.63
1859,3,2023-09-18,16.39,17.03
1860,32,2023-09-11,20.92,29.16
1861,17,2023-09-11,7.05,10.28
1862,24,2023-11-10,2.85,6.92
1863,18,2023-12-17,15.48,32.39
1864,19,2023-11-29,3.94,11.99
1865,16,2023-05-27,3.61,12.03
1866,33,2023-12-31,12.26,17.14
1867,22,2023-03-12,3.17,12.18
1868,23,2023-04-08,0.1,7.64
1869,29,2023-08-24,21.04,25.05
1870,17,2023-01-15,2.89,11.92
1871,16,2023-09-01,18.91,22.01
1872,25,2023-08-27,9.57,13.14
1873,27,2023-10-13,12.03,26.86
1874,31,2023-05-25,1.06,6.28
1875,2,2023-05-16,6.03,18.91
1876,10,2023-01-12,4.36,26.45
1877,31,2023-08-04,15.81,23.97
1878,30,2023-07-01,18.59,29.88
1879,6,2023-06-07,13.03,18.96
1880,29,2023-06-29,15.34,20.08
1881,13,2023-06-02,6.77,12.28
1882,6,2023-02-08,10.47,26.88
1883,21,2023-08-30,14.88,20.84
1884,14,2023-11-30,13.94,26.92
1885,14,2023-01-31,0.1,15.82
1886,4,2023-01-17,0.1,5.43
1887,3,2023-10-20,20.02,30.37
1888,18,2023-01-18,1.64,14.22
1889,27,2023-07-10,7.68,14.21
1890,26,2023-07-02,21.84,26.15
1891,33,2023-03-18,9.75,20.59
1892,16,2023-05-29,13.01,26.43
1893,17,2023-06-25,10.47,17.77
1894,16,2023-09-26,18.43,22.16
1895,22,2023-12-02,8.55,20.4
1896,28,2023-07-07,20.57,24.09
1897,16,2023-06-25,7.23,8.04
1898,12,2023-04-13,2.97,20.46
1899,9,2023-07-30,9.11,14.02
1900,28,2023-01-17,8.94,20.58
1901,1,2023-01-19,3.08,13.56
1902,17,2023-08-27,19.51,30.46
1903,2,2023-10-20,13.94,17.53
1904,6,2023-02-05,6.31,21.03
1905,4,2023-05-06,0.1,5.52
1906,20,2023-10-27,2.16,9.76
1907,24,2023-08-04,5.04,8.43
1908,5,2023-02-10,2.51,7.75
1909,33,2023-10-18,18.31,30.49
1910,26,2023-06-10,15.15,22.98
1911,6,2023-02-14,6.59,25.02
1912,7,2023-12-16,2.55,5.73
1913,21,2023-09-15,16.0,21.43
1914,14,2023-08-18,23.43,31.39
1915,18,2023-07-25,12.7,19.63
1916,28,2023-02-09,2.79,20.13
1917,20,2023-06-06,22.02,27.43
1918,31,2023-08-18,14.98,26.67
1919,28,2023-02-17,0.94,10.78
1920,33,2023-11-26,7.17,13.75
1921,27,2023-09-19,10.9,21.01
1922,32,2023-12-09,7.69,19.11
1923,1,2023-05-24,5.06,19.43
1924,30,2023-10-26,4.14,7.07
1925,27,2023-07-24,6.65,9.69
1926,25,2023-10-08,2.2,9.37
1927,10,2023-12-29,23.57,31.01
1928,2,2023-07-10,4.82,6.66
1929,9,2023-07-08,25.08,28.71
1930,26,2023-06-25,13.11,17.24
1931,24,2023-01-09,3.68,21.86
1932,5,2023-05-22,7.82,18.23
1933,11,2023-12-26,10.32,16.33
1934,15,2023-12-21,16.05,22.63
1935,15,2023-01-02,8.56,22.95
1936,12,2023-10-22,2.46,8.8
1937,12,2023-09-12,2.51,7.04
1938,28,2023-05-27,7.2,20.6
1939,2,2023-06-11,4.57,5.62
1940,18,2023-09-04,7.38,12.81
1941,16,2023-11-16,6.67,11.67
1942,28,2023-03-31,2.24,5.41
1943,10,2023-02-04,1.02,14.26
1944,17,2023-01-29,5.95,29.56
1945,23,2023-02-04,3.55,10.19
1946,14,2023-02-15,8.41,18.75
1947,25,2023-07-12,12.83,16.27
1948,3,2023-06-07,26.87,28.47
1949,32,2023-06-07,19.94,31.65
1950,29,2023-05-05,7.77,15.82
1951,14,2023-10-10,1.47,9.81
1952,6,2023-05-10,4.82,22.6
1953,30,2023-09-14,16.67,24.59
1954,22,2023-03-27,6.23,31.32
1955,17,2023-08-22,24.13,31.0
1956,20,2023-06-04,18.74,25.56
1957,9,2023-01-02,2.84,11.57
1958,13,2023-06-17,13.72,20.51
1959,17,2023-05-25,3.11,25.42
1960,7,2023-01-09,2.62,11.09
1961,11,2023-04-26,11.63,30.82
1962,33,2023-09-04,16.47,20.74
1963,15,2023-07-02,13.22,15.85
1964,6,2023-10-03,7.73,14.35
1965,27,2023-07-31,20.07,26.13
1966,20,2023-09-12,6.77,14.73
1967,31,2023-06-04,22.09,32.46
1968,7,2023-04-15,5.62,31.32
1969,6,2023-04-15,4.71,28.27
1970,24,2023-02-09,0.1,10.86
1971,33,2023-12-12,11.07,24.52
1972,13,2023-01-05,0.1,9.62
1973,10,2023-07-01,4.71,8.86
1974,33,2023-07-11,13.27,20.45
1975,13,2023-05-17,1.16,26.89
1976,27,2023-06-12,3.69,7.8
1977,6,2023-06-28,7.74,11.24
1978,14,2023-11-15,11.6,19.54
1979,24,2023-11-23,2.62,9.02
1980,11,2023-12-22,12.47,31.17
1981,8,2023-09-08,6.63,11.37
1982,21,2023-06-25,12.25,26.13
1983,4,2023-10-23,2.46,9.48
1984,20,2023-12-28,12.13,22.67
1985,5,2023-03-29,5.31,18.96
1986,25,2023-06-19,6.38,9.58
1987,24,2023-09-23,6.16,7.77
1988,8,2023-07-12,5.03,5.56
1989,30,2023-06-26,4.1,7.44
1990,12,2023-04-21,5.46,23.23
1991,14,2023-02-19,1.83,9.87
1992,15,2023-06-09,19.08,24.53
1993,6,2023-10-08,15.16,33.17
1994,3,2023-01-29,8.5,29.16
1995,13,2023-09-30,11.91,20.55
1996,5,2023-05-13,9.26,30.14
1997,25,2023-04-07,0.1,5.81
1998,17,2023-03-07,6.67,25.32
1999,12,2023-06-09,15.27,24.17
2000,11,2023-02-22,12.96,23.89
2001,24,2023-10-22,4.86,9.84
2002,30,2023-05-04,2.45,14.81
2003,4,2023-10-28,14.65,31.05
2004,7,2023-03-30,4.49,12.5
2005,5,2023-09-21,27.42,31.21
2006,21,2023-03-21,0.1,10.68
2007,31,2023-04-09,8.89,25.18
2008,19,2023-02-16,17.13,30.65
2009,6,2023-06-01,22.44,30.11
2010,26,2023-02-15,9.12,30.84
2011,13,2023-05-08,10.58,25.27
2012,6,2023-06-20,12.8,16.3
2013,23,2023-07-05,13.7,19.2
2014,13,2023-01-28,4.78,17.12
2015,5,2023-06-14,23.72,30.68
2016,15,2023-01-20,6.23,15.28
2017,13,2023-01-31,0.1,7.82
2018,20,2023-06-01,3.6,8.81
2019,1,2023-08-19,13.53,24.37
2020,29,2023-09-30,4.23,7.31
2021,6,2023-12-10,22.59,29.63
2022,7,2023-01-25,1.83,19.62
2023,27,2023-07-04,6.65,9.11
2024,20,2023-12-06,8.16,16.08
2025,21,2023-06-13,7.83,12.85
2026,30,2023-07-28,13.71,23.66
2027,28,2023-05-02,5.03,23.03
2028,20,2023-06-16,20.11,23.12
2029,20,2023-03-03,5.21,26.77
2030,12,2023-11-02,10.41,25.07
2031,7,2023-03-14,6.06,18.29
2032,27,2023-11-11,12.23,18.52
2033,18,2023-06-24,2.85,5.91
2034,10,2023-01-29,4.73,15.21
2035,27,2023-06-07,8.91,12.85
2036,6,2023-11-13,9.99,17.13
2037,7,2023-01-12,8.15,22.7
2038,27,2023-02-23,2.38,14.47
2039,25,2023-11-25,8.54,22.32
2040,25,2023-12-20,1.36,10.82
2041,6,2023-01-09,10.36,26.24
2042,4,2023-12-26,9.86,25.33
2043,9,2023-03-23,2.79,12.91
2044,17,2023-03-10,4.6,18.0
2045,8,2023-07-27,20.47,22.28
2046,10,2023-08-02,26.05,31.07
2047,33,2023-03-06,1.99,14.22
2048,10,2023-12-18,20.27,29.04
2049,6,2023-11-21,12.13,27.23
2050,32,2023-07-02,24.23,26.99
2051,26,2023-03-29,8.23,31.27
2052,25,2023-11-13,1.53,11.0
2053,25,2023-03-16,7.14,15.73
2054,2,2023-09-28,5.99,8.59
2055,13,2023-11-20,0.1,7.01
2056,18,2023-09-12,4.02,12.15
2057,6,2023-01-02,5.53,15.33
2058,1,2023-06-26,15.73,26.58
2059,15,2023-03-13,3.39,11.2
2060,23,2023-09-10,1.91,4.87
2061,9,2023-03-09,10.46,27.87
2062,30,2023-01-26,13.67,26.68
2063,13,2023-03-22,8.96,29.68
2064,10,2023-01-16,1.05,6.45
2065,3,2023-11-27,13.14,32.3
2066,30,2023-05-17,14.39,29.72
2067,22,2023-11-12,13.1,30.21
2068,32,2023-03-07,1.49,6.51
2069,17,2023-04-08,0.1,13.56
2070,30,2023-03-04,10.03,31.04
2071,10,2023-11-09,10.88,17.73
2072,23,2023-02-15,7.64,19.04
2073,19,2023-06-21,9.94,12.3
2074,12,2023-01-23,3.53,26.83
2075,22,2023-12-13,6.31,18.34
2076,33,2023-11-25,4.24,13.3
2077,2,2023-12-28,13.64,30.9
2078,10,2023-11-20,10.36,27.68
2079,26,2023-01-09,2.6,9.68
2080,25,2023-01-23,1.9,10.46
2081,19,2023-10-10,12.02,23.37
2082,2,2023-03-30,2.77,7.7
2083,12,2023-05-15,0.96,28.76
2084,1,2023-08-03,4.51,9.0
2085,23,2023-06-03,1.84,6.01
2086,31,2023-05-15,6.57,15.79
2087,29,2023-07-24,9.81,12.52
2088,22,2023-01-22,1.03,19.47
2089,2,2023-05-12,1.56,5.51
2090,6,2023-11-21,5.32,8.47
2091,33,2023-10-27,12.89,20.37
2092,33,2023-06-19,5.12,10.4
2093,28,2023-07-20,11.18,18.82
2094,17,2023-04-15,0.76,6.49
2095,3,2023-02-18,4.94,11.09
2096,25,2023-06-18,9.9,12.44
2097,23,2023-08-09,20.75,26.78
2098,9,2023-04-23,8.41,23.07
2099,33,2023-10-14,6.41,20.91
2100,32,2023-09-29,19.8,22.9
2101,33,2023-09-19,21.33,31.69
2102,29,2023-07-15,9.43,12.48
2103,23,2023-08-06,13.5,18.36
2104,16,2023-02-07,3.34,6.5
2105,14,2023-07-19,10.1,18.8
2106,4,2023-08-02,4.35,12.05
2107,9,2023-03-12,8.94,27.08
2108,2,2023-02-15,6.37,13.52
2109,7,2023-04-10,0.24,7.29
2110,25,2023-01-05,2.9,16.48
2111,18,2023-09-04,7.12,16.89
2112,18,2023-12-07,3.77,10.48
2113,29,2023-02-10,3.13,15.12
2114,1,2023-04-20,0.1,6.79
2115,33,2023-01-09,0.73,6.78
2116,14,2023-06-18,29.8,33.41
2117,8,2023-05-12,7.21,24.21
2118,21,2023-05-06,4.04,16.71
2119,11,2023-10-19,10.9,23.97
2120,19,2023-06-07,27.79,31.78
2121,5,2023-10-29,5.78,15.88
2122,8,2023-05-13,2.47,6.55
2123,30,2023-10-16,6.83,13.44
2124,4,2023-07-05,16.44,29.51
2125,15,2023-06-07,24.46,29.65
2126,29,2023-03-07,1.86,5.84
2127,16,2023-10-29,16.41,25.43
2128,23,2023-02-17,5.39,15.16
2129,27,2023-08-31,17.25,27.1
2130,14,2023-11-24,11.02,28.63
2131,4,2023-10-16,4.64,17.42
2132,22,2023-04-24,0.98,8.65
2133,9,2023-12-03,4.06,10.15
2134,26,2023-09-10,26.19,29.1
2135,1,2023-10-12,2.19,12.17
2136,17,2023-09-19,10.75,14.98
2137,26,2023-11-17,3.35,15.15
2138,27,2023-06-19,10.61,13.91
2139,25,2023-12-19,4.46,8.75
2140,10,2023-10-31,0.1,7.77
2141,11,2023-07-08,12.75,21.68
2142,12,2023-03-23,1.04,11.56
2143,11,2023-10-02,8.94,19.17
2144,1,2023-02-26,8.49,28.34
2145,14,2023-03-20,8.95,31.67
2146,16,2023-07-11,20.25,31.14
2147,14,2023-01-22,0.63,10.9
2148,28,2023-09-19,7.34,12.94
2149,33,2023-06-25,5.88,9.32
2150,28,2023-10-02,19.31,30.1
2151,20,2023-12-15,13.12,19.08
2152,28,2023-09-06,17.62,29.86
2153,27,2023-11-24,9.87,23.02
2154,32,2023-09-15,7.14,11.11
2155,2,2023-11-09,5.55,14.41
2156,26,2023-05-23,0.98,22.54
2157,21,2023-10-10,13.91,27.74
2158,15,2023-09-03,11.4,20.14
2159,18,2023-05-24,2.65,25.6
2160,21,2023-10-22,8.94,24.92
2161,31,2023-06-21,17.15,27.46
2162,10,2023-02-10,2.22,23.51
2163,15,2023-07-02,25.4,28.76
2164,13,2023-02-11,4.68,16.51
2165,31,2023-06-15,22.8,32.87
2166,23,2023-12-17,4.34,9.86
2167,22,2023-11-04,18.3,27.25
2168,11,2023-09-15,8.91,16.13
2169,32,2023-05-21,9.42,22.85
2170,30,2023-05-22,2.43,17.56
2171,6,2023-12-18,9.2,20.43
2172,5,2023-12-28,11.13,31.11
2173,19,2023-09-27,7.67,13.04
2174,25,2023-12-17,12.28,24.56
2175,11,2023-08-08,7.2,10.99
2176,29,2023-06-15,16.64,26.31
2177,8,2023-11-30,5.93,14.63
2178,8,2023-11-12,8.46,11.33
2179,32,2023-08-06,5.42,10.47
2180,17,2023-06-21,3.83,8.44
2181,15,2023-05-18,5.7,16.74
2182,27,2023-07-02,7.71,13.35
2183,21,2023-02-06,9.06,22.51
2184,23,2023-11-25,14.93,27.61
2185,28,2023-06-09,13.0,22.28
2186,8,2023-11-10,8.34,13.53
2187,26,2023-08-14,23.15,28.43
2188,28,2023-05-02,5.46,15.63
2189,1,2023-01-26,15.43,31.62
2190,14,2023-06-29,7.61,16.16
2191,33,2023-04-05,10.63,26.27
2192,4,2023-02-26,3.25,21.07
2193,26,2023-04-09,6.49,17.12
2194,3,2023-02-13,9.76,30.08
2195,21,2023-10-22,11.65,21.29
2196,31,2023-11-30,1.33,6.02
2197,10,2023-03-30,7.32,18.51
2198,18,2023-03-16,6.85,27.21
2199,9,2023-09-26,7.54,11.77
2200,18,2023-10-05,19.85,31.22
2201,14,2023-06-06,6.86,9.16
2202,11,2023-09-03,17.96,28.64
2203,25,2023-07-30,16.22,25.53
2204,4,2023-10-18,7.56,20.81
2205,17,2023-08-12,6.48,11.7
2206,4,2023-02-12,4.69,12.6
2207,33,2023-01-18,4.81,29.04
2208,18,2023-01-05,0.1,10.86
2209,14,2023-04-11,4.3,20.11
2210,20,2023-10-11,21.61,29.06
2211,1,2023-02-06,6.85,30.73
2212,22,2023-04-23,0.1,7.06
2213,29,2023-05-04,12.69,28.05
2214,24,2023-09-27,18.89,22.93
2215,26,2023-07-24,22.38,28.58
2216,32,2023-02-23,1.85,15.66
2217,23,2023-06-17,15.69,28.73
2218,17,2023-05-20,8.82,30.54
2219,27,2023-01-09,2.62,27.49
2220,23,2023-05-06,12.99,29.62
2221,10,2023-07-21,16.59,20.36
2222,3,2023-11-11,12.97,19.67
2223,28,2023-09-06,11.66,18.68
2224,18,2023-07-26,10.02,16.48
2225,9,2023-09-11,14.09,21.11
2226,9,2023-01-25,2.21,7.38
2227,22,2023-04-16,4.65,17.44
2228,26,2023-12-23,9.11,27.9
2229,20,2023-11-16,6.44,14.99
2230,5,2023-02-24,2.37,13.11
2231,10,2023-12-30,10.07,25.47
2232,23,2023-07-29,10.5,19.66
2233,29,2023-11-17,21.33,30.11
2234,10,2023-09-14,10.67,14.75
2235,24,2023-01-22,4.56,13.8
2236,11,2023-02-13,3.69,9.2
2237,23,2023-06-14,3.09,9.33
2238,14,2023-10-13,10.93,21.86
2239,16,2023-01-11,6.04,12.91
2240,32,2023-08-21,6.24,11.97
2241,22,2023-06-13,5.29,11.95
2242,9,2023-02-15,13.25,26.4
2243,11,2023-07-17,7.48,11.62
2244,12,2023-08-02,2.4,6.58
2245,17,2023-04-22,1.93,11.77
2246,24,2023-07-23,8.49,13.02
2247,31,2023-11-25,7.02,13.86
2248,33,2023-05-17,0.1,6.45
2249,19,2023-07-22,10.02,12.92
2250,1,2023-08-17,13.92,17.99
2251,2,2023-09-04,7.11,8.63
2252,22,2023-02-12,1.32,11.91
2253,7,2023-11-07,12.5,17.26
2254,33,2023-02-03,4.7,18.34
2255,30,2023-09-05,10.5,11.99
2256,24,2023-07-09,4.75,8.86
2257,5,2023-03-20,1.68,5.44
2258,18,2023-06-03,8.84,12.32
2259,7,2023-06-07,20.25,26.42
2260,11,2023-06-23,5.1,8.19
2261,14,2023-12-11,10.38,21.93
2262,7,2023-08-08,13.6,19.64
2263,18,2023-11-14,7.5,26.0
2264,12,2023-09-24,10.69,21.03
2265,16,2023-09-22,22.74,26.83
2266,22,2023-12-06,21.25,29.56
2267,31,2023-05-20,1.15,6.22
2268,29,2023-08-16,17.89,27.99
2269,28,2023-06-29,5.72,8.52
2270,25,2023-06-13,12.41,22.66
2271,3,2023-09-04,5.83,9.65
2272,2,2023-07-05,5.23,7.78
2273,21,2023-06-05,9.36,13.05
2274,17,2023-11-29,0.6,9.84
2275,14,2023-11-23,5.34,9.73
2276,20,2023-04-24,6.74,31.65
2277,28,2023-10-02,21.55,30.21
2278,31,2023-12-03,2.19,5.99
2279,32,2023-02-22,0.25,18.66
2280,22,2023-07-30,8.41,15.69
2281,12,2023-03-14,0.1,6.82
2282,1,2023-10-26,16.58,31.33
2283,18,2023-11-10,11.87,24.84
2284,4,2023-09-07,5.66,13.62
2285,26,2023-12-22,16.77,30.1
2286,16,2023-06-02,12.0,15.49
2287,8,2023-06-27,11.95,12.81
2288,14,2023-07-04,15.75,23.66
2289,30,2023-08-27,10.68,13.88
2290,8,2023-01-27,9.36,17.95
2291,4,2023-02-26,6.7,27.83
2292,8,2023-06-20,15.74,16.73
2293,17,2023-08-25,5.43,11.18
2294,30,2023-04-28,1.4,11.42
2295,19,2023-11-11,4.56,8.71
2296,17,2023-05-04,0.1,9.99
2297,5,2023-12-04,6.04,14.37
2298,17,2023-12-22,4.28,9.31
2299,31,2023-03-10,12.42,29.38
2300,12,2023-06-30,13.66,18.62
2301,24,2023-08-28,21.32,31.02
2302,33,2023-06-22,10.82,14.67
2303,26,2023-05-11,4.96,19.68
2304,7,2023-04-25,9.98,22.28
2305,22,2023-05-19,3.51,16.27
2306,32,2023-06-08,5.26,9.61
2307,7,2023-07-21,20.97,23.82
2308,22,2023-11-29,5.23,13.59
2309,24,2023-08-28,20.78,29.97
2310,14,2023-11-14,2.46,8.38
2311,21,2023-03-19,1.84,16.68
2312,16,2023-03-16,3.62,6.77
2313,24,2023-07-10,14.06,22.24
2314,23,2023-10-10,20.24,29.59
2315,2,2023-12-12,10.37,22.76
2316,23,2023-09-06,3.21,5.44
2317,20,2023-09-07,7.5,11.3
2318,24,2023-09-14,13.25,17.8
2319,7,2023-12-01,20.4,27.55
2320,27,2023-07-26,11.06,19.44
2321,3,2023-03-21,6.12,19.27
2322,17,2023-11-18,0.33,5.92
2323,8,2023-04-10,14.03,26.79
2324,27,2023-03-27,8.48,29.92
2325,16,2023-04-20,10.92,18.52
2326,20,2023-08-16,12.0,15.71
2327,1,2023-06-03,6.32,13.28
2328,2,2023-08-27,17.08,19.66
2329,7,2023-05-09,2.68,18.01
2330,26,2023-10-31,1.73,10.62
2331,29,2023-11-21,17.14,26.16
2332,7,2023-05-11,11.63,22.94
2333,32,2023-12-09,4.31,16.09
2334,32,2023-12-22,8.46,15.05
2335,16,2023-05-29,10.18,22.03
2336,8,2023-10-12,14.34,28.84
2337,23,2023-06-13,6.99,13.16
2338,22,2023-01-22,7.71,15.26
2339,14,2023-09-13,22.94,27.66
2340,19,2023-07-10,20.56,23.74
2341,26,2023-01-19,0.1,6.23
2342,8,2023-08-25,8.32,9.07
2343,2,2023-04-08,3.18,12.93
2344,25,2023-02-21,11.44,23.21
2345,2,2023-02-09,0.6,8.94
2346,30,2023-06-28,12.97,16.89
2347,2,2023-12-04,2.97,8.01
2348,3,2023-02-23,6.17,21.83
2349,29,2023-01-19,0.35,9.14
2350,25,2023-08-24,11.19,15.25
2351,18,2023-10-22,0.38,7.27
2352,3,2023-09-08,14.26,18.19
2353,28,2023-12-25,6.18,14.5
2354,12,2023-09-28,14.21,24.17
2355,21,2023-06-10,15.18,22.12
2356,7,2023-07-23,13.45,20.48
2357,10,2023-02-26,4.07,11.43
2358,24,2023-10-24,7.54,14.53
2359,16,2023-12-07,10.22,26.03
2360,28,2023-08-16,9.36,13.03
2361,26,2023-12-13,2.2,8.62
2362,16,2023-06-30,23.64,28.37
2363,13,2023-08-08,8.01,15.64
2364,32,2023-05-03,1.68,17.29
2365,24,2023-12-11,2.51,11.82
2366,23,2023-12-27,5.74,16.61
2367,27,2023-01-24,4.72,14.5
2368,32,2023-01-30,14.47,27.48
2369,30,2023-03-07,2.88,8.5
2370,9,2023-10-01,14.4,20.0
2371,14,2023-05-19,5.27,14.8
2372,6,2023-04-20,2.69,8.39
2373,15,2023-06-26,16.89,26.0
2374,7,2023-04-10,11.89,30.53
2375,1,2023-02-08,9.84,26.38
2376,18,2023-04-08,0.1,7.52
2377,4,2023-11-06,5.42,21.88
2378,30,2023-06-08,11.1,16.86
2379,11,2023-09-10,17.01,18.84
2380,20,2023-11-11,1.39,6.09
2381,15,2023-08-10,28.96,32.06
2382,26,2023-12-11,16.12,31.02
2383,15,2023-06-10,8.9,14.05
2384,31,2023-12-31,7.86,17.09
2385,27,2023-08-15,10.53,15.58
2386,5,2023-12-22,13.03,18.13
2387,18,2023-09-24,9.2,20.27
2388,2,2023-04-11,7.73,27.56
2389,1,2023-12-07,5.2,12.92
