Measurement_ID,District_ID,Date,Water_Table_Depth_m,Recharge_Rate
1529,28,2023-12-09,19.13,2.07
1530,13,2023-11-10,18.64,2.17
1531,9,2023-12-19,15.16,1.38
1532,19,2023-04-08,18.12,1.15
1533,24,2023-12-31,10.35,1.86
1534,21,2023-04-15,25.88,0.99
1535,30,2023-10-25,15.65,1.24
1536,12,2023-03-02,25.99,0.77
1537,19,2023-11-23,19.88,2.99
1538,16,2023-04-16,24.47,0.34
1539,22,2023-04-04,18.16,1.71
1540,32,2023-07-11,15.43,4.48
1541,16,2023-07-20,11.37,2.93
1542,31,2023-05-19,13.1,1.54
1543,30,2023-10-03,17.97,0.93
1544,22,2023-03-16,16.43,1.09
1545,17,2023-11-07,17.34,1.1
1546,5,2023-05-10,16.3,0.51
1547,8,2023-07-12,7.83,4.51
1548,26,2023-01-02,24.99,1.38
1549,5,2023-04-07,23.98,0.77
1550,17,2023-09-11,14.8,4.72
1551,30,2023-10-09,17.41,1.72
1552,18,2023-09-19,16.02,4.44
1553,27,2023-04-12,14.18,0.62
1554,18,2023-01-27,27.72,1.71
1555,28,2023-11-18,14.92,1.62
1556,32,2023-11-01,12.78,1.9
1557,7,2023-09-01,16.03,1.74
1558,28,2023-07-18,11.3,4.48
1559,21,2023-03-03,18.73,1.43
1560,9,2023-04-03,16.62,1.49
1561,8,2023-07-05,15.44,2.6
1562,4,2023-01-22,25.56,1.78
1563,5,2023-05-23,26.64,0.89
1564,7,2023-10-08,14.51,1.47
1565,18,2023-03-07,19.25,0.99
1566,7,2023-12-18,11.09,2.36
1567,28,2023-04-15,20.61,1.64
1568,3,2023-12-05,16.34,1.51
1569,4,2023-01-06,20.81,1.4
1570,8,2023-06-22,7.57,1.31
1571,18,2023-05-26,26.78,0.42
1572,28,2023-05-04,25.56,1.66
1573,15,2023-04-23,19.43,1.49
1574,18,2023-10-10,15.21,2.69
1575,23,2023-05-02,24.52,0.33
1576,10,2023-01-12,21.65,1.22
1577,21,2023-04-23,13.85,1.77
1578,11,2023-07-16,10.25,3.06
1579,14,2023-10-05,13.37,2.14
1580,2,2023-03-24,23.57,1.14
1581,6,2023-10-20,18.58,2.41
1582,18,2023-09-06,11.23,2.77
1583,8,2023-02-18,13.72,0.27
1584,16,2023-07-28,6.27,4.59
1585,15,2023-05-04,26.77,0.35
1586,30,2023-11-09,13.05,1.05
1587,11,2023-03-30,23.87,0.99
1588,15,2023-05-24,21.68,1.06
1589,7,2023-01-02,22.62,0.71
1590,16,2023-12-10,9.29,0.84
1591,20,2023-08-11,12.49,4.47
1592,25,2023-08-17,11.43,1.91
1593,14,2023-04-29,27.99,0.37
1594,7,2023-02-11,13.41,1.61
1595,27,2023-12-31,16.79,1.73
1596,29,2023-08-15,13.97,3.87
1597,10,2023-07-16,7.89,3.63
1598,25,2023-01-12,23.35,1.74
1599,18,2023-04-16,28.39,0.8
1600,32,2023-08-12,13.28,1.71
1601,22,2023-06-14,8.16,2.76
1602,2,2023-09-13,13.12,3.24
1603,33,2023-11-12,13.98,2.6
1604,25,2023-08-15,16.32,3.83
1605,14,2023-07-10,9.8,4.07
1606,10,2023-12-27,20.52,0.93
1607,5,2023-11-04,13.69,2.97
1608,25,2023-03-28,22.76,1.02
1609,26,2023-04-17,17.45,1.1
1610,14,2023-06-10,13.42,1.66
1611,23,2023-07-27,11.62,1.79
1612,18,2023-05-08,25.08,1.76
1613,19,2023-04-29,18.98,1.21
1614,25,2023-11-04,15.55,1.1
1615,31,2023-01-13,25.2,0.41
1616,16,2023-11-27,8.98,1.81
1617,5,2023-08-20,13.46,2.48
1618,2,2023-07-19,8.15,4.15
1619,23,2023-07-04,10.61,1.9
1620,25,2023-01-11,19.49,0.54
1621,32,2023-08-12,12.58,3.61
1622,29,2023-08-06,14.44,2.02
1623,6,2023-08-12,8.79,1.27
1624,17,2023-06-28,9.41,1.29
1625,15,2023-05-18,17.82,0.43
1626,24,2023-05-14,22.04,0.81
1627,31,2023-03-22,12.92,0.84
1628,11,2023-04-23,15.12,1.29
1629,13,2023-01-19,19.64,0.44
1630,25,2023-07-06,11.87,2.01
1631,4,2023-04-28,24.86,1.77
1632,6,2023-12-29,9.43,2.32
1633,11,2023-02-17,15.88,0.31
1634,4,2023-05-09,13.92,1.61
1635,6,2023-09-26,10.66,4.78
1636,17,2023-08-20,11.55,1.88
1637,10,2023-05-31,24.37,1.68
1638,10,2023-08-12,15.65,3.88
1639,18,2023-04-06,19.54,0.3
1640,15,2023-07-29,9.0,2.81
1641,20,2023-03-27,27.42,1.36
1642,5,2023-04-29,24.46,0.64
1643,6,2023-11-14,17.33,2.7
1644,4,2023-10-21,15.48,1.75
1645,12,2023-05-28,24.94,1.1
1646,31,2023-08-05,15.54,2.73
1647,11,2023-05-01,14.65,0.96
1648,2,2023-04-11,15.52,1.1
1649,5,2023-02-04,14.63,1.72
1650,7,2023-05-18,24.72,0.45
1651,12,2023-10-01,12.94,1.93
1652,8,2023-08-25,13.36,1.99
1653,24,2023-04-02,14.77,1.07
1654,10,2023-10-01,17.79,1.34
1655,12,2023-05-06,25.23,1.72
1656,1,2023-06-16,10.46,3.04
1657,11,2023-05-20,12.98,0.53
1658,33,2023-01-11,14.09,0.85
1659,33,2023-09-16,15.04,3.28
1660,4,2023-07-21,9.95,1.34
1661,9,2023-03-27,18.92,0.41
1662,4,2023-08-29,11.15,3.04
1663,10,2023-03-09,26.14,0.33
1664,16,2023-11-08,15.67,0.83
1665,24,2023-10-21,17.48,2.01
1666,18,2023-08-25,16.97,3.11
1667,16,2023-08-21,9.17,2.07
1668,12,2023-12-30,11.89,1.98
1669,8,2023-05-08,24.07,1.02
1670,11,2023-11-24,17.06,1.46
1671,3,2023-02-04,16.88,0.72
1672,25,2023-03-11,15.9,0.87
1673,1,2023-05-28,25.78,0.83
1674,30,2023-09-28,13.53,3.93
1675,32,2023-12-13,13.26,2.55
1676,26,2023-10-09,15.04,1.36
1677,26,2023-09-26,11.19,1.92
1678,30,2023-11-28,17.87,2.75
1679,23,2023-11-07,11.75,0.99
1680,26,2023-05-09,19.36,1.25
1681,27,2023-03-27,17.54,1.08
1682,33,2023-09-13,14.27,2.67
1683,9,2023-01-19,25.16,0.68
1684,14,2023-02-07,28.72,0.52
1685,24,2023-06-02,9.03,3.9
1686,8,2023-11-06,16.06,2.58
1687,27,2023-07-15,9.82,4.55
1688,25,2023-06-03,9.57,1.31
1689,24,2023-01-13,18.13,1.48
1690,21,2023-09-07,14.57,2.77
1691,13,2023-01-09,18.13,0.29
1692,14,2023-08-11,12.4,2.86
1693,10,2023-08-19,14.36,3.53
1694,9,2023-11-29,18.54,1.02
1695,20,2023-07-22,11.4,2.93
1696,16,2023-03-14,21.03,0.99
1697,2,2023-04-27,25.0,1.17
1698,29,2023-05-10,13.0,0.38
1699,32,2023-07-24,14.92,3.78
1700,30,2023-12-31,10.87,0.93
1701,30,2023-07-10,12.81,3.49
1702,14,2023-08-26,10.38,2.91
1703,9,2023-08-01,8.23,4.55
1704,4,2023-05-06,16.79,1.37
1705,10,2023-11-24,15.71,0.83
1706,7,2023-06-01,11.85,1.56
1707,24,2023-01-28,23.15,1.1
1708,23,2023-08-27,7.08,1.94
1709,25,2023-12-01,19.69,1.41
1710,28,2023-02-09,20.1,0.7
1711,19,2023-07-01,15.62,3.13
1712,33,2023-10-10,17.18,0.98
1713,31,2023-01-21,12.18,0.61
1714,31,2023-02-04,15.94,1.3
1715,23,2023-06-19,12.67,2.55
1716,13,2023-06-08,15.08,1.79
1717,33,2023-03-26,13.72,1.57
1718,1,2023-02-21,22.98,1.24
1719,10,2023-12-31,13.18,1.62
1720,18,2023-01-31,16.01,1.57
1721,2,2023-09-18,12.15,1.5
1722,14,2023-11-19,20.68,1.78
1723,24,2023-01-13,24.63,0.22
1724,29,2023-07-26,6.73,1.81
1725,22,2023-11-10,12.03,2.48
1726,30,2023-06-27,14.09,3.42
1727,21,2023-05-26,26.23,0.6
1728,24,2023-01-27,26.58,1.66
1729,8,2023-08-13,9.98,1.54
1730,32,2023-08-10,14.65,2.41
1731,33,2023-01-19,23.96,0.46
1732,33,2023-02-04,20.38,1.01
1733,10,2023-07-13,8.49,2.51
1734,22,2023-12-05,10.51,1.82
1735,29,2023-11-22,18.56,1.39
1736,18,2023-03-15,25.56,0.49
1737,10,2023-04-11,22.92,1.66
1738,6,2023-11-12,13.01,2.78
1739,25,2023-05-22,21.45,0.71
1740,26,2023-04-23,27.52,0.25
1741,3,2023-01-23,11.0,1.16
1742,20,2023-01-07,25.19,1.4
1743,9,2023-04-10,12.28,1.72
1744,27,2023-10-19,16.82,2.89
1745,13,2023-08-02,11.83,3.7
1746,10,2023-08-07,16.09,2.57
1747,17,2023-04-18,26.64,0.62
1748,1,2023-02-03,19.5,1.67
1749,11,2023-01-20,25.76,0.66
1750,17,2023-09-05,8.49,3.93
1751,5,2023-04-23,25.88,1.16
1752,30,2023-03-26,21.91,1.42
1753,32,2023-02-28,15.53,1.76
1754,6,2023-12-09,13.49,2.18
1755,30,2023-06-25,11.71,2.89
1756,24,2023-08-29,14.95,4.78
1757,17,2023-10-23,17.04,2.55
1758,22,2023-11-20,9.83,2.58
1759,21,2023-09-27,10.84,1.66
1760,10,2023-12-08,10.85,2.3
1761,18,2023-11-01,22.82,2.27
1762,16,2023-04-26,15.32,0.53
1763,2,2023-08-11,11.49,1.43
1764,31,2023-05-20,17.2,1.27
1765,22,2023-09-18,17.17,2.73
1766,20,2023-09-13,10.03,4.14
1767,26,2023-01-27,25.39,1.58
1768,20,2023-05-12,17.04,0.85
1769,7,2023-03-17,26.42,0.45
1770,15,2023-04-23,22.38,0.58
1771,16,2023-08-26,10.64,4.08
1772,10,2023-02-20,20.33,1.49
1773,33,2023-07-05,11.09,4.8
1774,27,2023-07-24,10.74,1.74
1775,27,2023-10-18,13.2,2.43
1776,22,2023-06-03,15.98,2.86
1777,6,2023-05-05,21.44,1.55
1778,11,2023-11-16,17.95,2.25
1779,31,2023-12-06,17.39,2.07
1780,5,2023-06-10,6.92,1.35
1781,4,2023-08-12,17.52,1.72
1782,26,2023-08-10,13.01,4.56
1783,10,2023-08-01,9.44,4.24
1784,31,2023-01-16,23.07,1.78
1785,22,2023-07-09,10.31,2.34
1786,8,2023-06-07,14.66,2.04
1787,16,2023-09-07,11.12,3.75
1788,32,2023-07-22,10.1,4.58
1789,14,2023-07-27,15.68,1.37
1790,28,2023-05-01,15.01,0.51
1791,19,2023-05-05,15.83,1.37
1792,11,2023-06-22,7.08,2.46
1793,11,2023-11-03,19.12,2.02
1794,21,2023-10-31,13.03,2.91
1795,25,2023-02-12,17.79,1.65
1796,7,2023-02-12,22.84,1.38
1797,6,2023-01-05,23.83,1.01
1798,10,2023-10-04,19.26,2.64
1799,28,2023-09-10,10.71,2.64
1800,6,2023-12-24,19.79,1.95
1801,10,2023-01-27,25.63,1.2
1802,1,2023-08-30,15.02,1.31
1803,12,2023-01-17,18.76,1.0
1804,9,2023-05-30,19.39,1.21
1805,24,2023-12-14,18.52,2.24
1806,23,2023-12-08,19.16,1.45
1807,6,2023-01-21,22.1,0.28
1808,11,2023-06-08,10.99,2.16
1809,22,2023-02-21,18.83,0.77
1810,3,2023-10-26,7.33,1.83
1811,6,2023-01-21,27.05,0.68
1812,1,2023-04-09,25.39,1.08
1813,11,2023-07-20,9.44,1.52
1814,32,2023-02-25,16.41,1.45
1815,18,2023-10-31,14.2,1.12
1816,19,2023-11-12,12.38,2.08
1817,5,2023-11-10,17.31,1.65
1818,19,2023-03-12,19.38,0.93
1819,5,2023-08-25,6.96,2.62
1820,17,2023-03-22,21.35,1.11
1821,33,2023-02-19,23.33,1.27
1822,32,2023-11-07,12.7,1.36
1823,15,2023-12-19,14.55,2.41
1824,19,2023-01-17,13.72,1.72
1825,26,2023-06-23,14.4,2.3
1826,11,2023-12-22,16.51,0.9
1827,31,2023-08-20,10.46,2.95
1828,23,2023-09-18,8.6,4.21
1829,20,2023-05-31,25.19,0.44
1830,26,2023-08-03,12.61,1.56
1831,16,2023-06-08,14.13,2.36
1832,21,2023-04-18,19.99,0.72
1833,16,2023-08-25,8.74,3.89
1834,10,2023-12-27,18.46,1.94
1835,10,2023-01-19,22.7,1.02
1836,6,2023-01-31,13.52,0.31
1837,8,2023-03-17,17.01,1.4
1838,7,2023-08-18,15.81,1.31
1839,9,2023-03-18,16.32,0.56
1840,5,2023-05-25,24.28,1.55
1841,22,2023-12-19,11.97,2.36
1842,21,2023-10-24,18.62,1.19
1843,16,2023-09-04,9.98,3.43
1844,28,2023-07-29,7.37,2.66
1845,8,2023-11-26,9.49,1.99
1846,20,2023-12-30,20.15,1.95
1847,14,2023-08-31,9.39,1.31
1848,3,2023-07-06,10.66,2.38
1849,11,2023-07-20,11.91,1.79
1850,13,2023-06-26,16.31,4.3
1851,5,2023-01-26,25.32,0.69
1852,3,2023-05-10,19.86,0.65
1853,25,2023-04-06,25.05,0.39
1854,32,2023-08-26,15.01,2.78
1855,26,2023-12-30,21.23,2.43
1856,21,2023-08-19,11.61,4.45
1857,9,2023-06-17,8.0,4.68
1858,28,2023-12-04,18.31,2.98
1859,21,2023-10-18,10.49,1.4
1860,12,2023-01-04,25.25,1.68
1861,11,2023-05-09,12.59,0.2
1862,27,2023-02-17,15.97,1.56
1863,32,2023-06-21,15.05,2.42
1864,10,2023-01-22,13.52,1.09
1865,9,2023-05-03,14.5,1.39
1866,33,2023-11-06,14.19,2.29
1867,32,2023-05-23,25.32,1.06
1868,13,2023-04-03,19.24,1.43
1869,27,2023-01-20,16.09,1.63
1870,1,2023-11-20,11.94,2.64
1871,24,2023-12-31,11.02,0.92
1872,22,2023-11-11,13.86,2.9
1873,24,2023-06-22,17.76,1.93
1874,1,2023-02-23,17.17,0.76
1875,31,2023-09-14,8.98,3.93
1876,13,2023-04-19,20.75,1.45
1877,10,2023-06-20,14.98,3.28
1878,33,2023-05-21,24.5,0.51
1879,26,2023-09-28,10.59,3.9
1880,13,2023-08-11,10.99,1.21
1881,3,2023-08-21,13.73,3.44
1882,19,2023-10-03,13.74,2.4
1883,30,2023-01-23,17.69,1.73
1884,19,2023-06-20,7.09,3.51
1885,2,2023-07-28,14.0,2.89
1886,5,2023-08-31,14.42,4.54
1887,27,2023-08-26,13.82,2.31
1888,15,2023-06-11,12.6,4.48
1889,15,2023-08-19,11.47,3.65
1890,17,2023-06-03,11.79,1.64
1891,3,2023-04-28,11.43,1.72
1892,17,2023-07-22,13.26,1.57
1893,17,2023-01-03,25.13,1.04
1894,15,2023-01-21,23.79,0.4
1895,15,2023-08-19,16.05,3.33
1896,16,2023-07-23,13.03,1.31
1897,1,2023-08-09,12.24,2.16
1898,4,2023-02-08,27.02,0.5
1899,18,2023-10-02,19.34,0.89
1900,27,2023-01-09,15.15,0.74
1901,33,2023-11-24,18.36,2.54
1902,20,2023-11-04,21.46,2.82
1903,4,2023-09-12,8.54,4.19
1904,14,2023-10-01,16.44,2.7
1905,19,2023-03-01,13.65,1.52
1906,16,2023-07-19,7.24,2.4
1907,22,2023-04-01,13.9,0.4
1908,13,2023-01-08,20.78,1.51
1909,28,2023-02-10,23.94,0.58
1910,22,2023-11-28,11.32,1.66
1911,16,2023-09-03,14.48,1.53
1912,2,2023-02-20,19.83,0.34
1913,9,2023-05-13,17.75,0.4
1914,11,2023-12-03,9.15,1.22
1915,19,2023-12-10,11.46,1.41
1916,17,2023-08-01,13.58,1.4
1917,11,2023-08-07,7.0,1.88
1918,14,2023-03-25,27.24,1.21
1919,24,2023-02-19,24.15,0.79
1920,19,2023-06-08,8.53,1.34
1921,5,2023-02-09,19.71,1.12
1922,10,2023-03-04,26.05,1.61
1923,1,2023-05-03,21.03,0.88
1924,5,2023-05-19,15.12,0.61
1925,12,2023-02-28,27.83,0.43
1926,29,2023-06-22,16.13,3.02
1927,8,2023-09-14,10.2,1.83
1928,30,2023-09-19,13.64,2.86
1929,8,2023-09-04,9.34,2.15
1930,18,2023-02-12,15.78,1.03
1931,23,2023-02-17,17.36,1.33
1932,23,2023-04-01,23.11,0.73
1933,25,2023-04-07,23.74,0.61
1934,17,2023-01-10,23.31,0.23
1935,6,2023-02-02,15.24,0.59
1936,11,2023-03-16,23.01,0.31
1937,22,2023-03-24,16.13,0.77
1938,13,2023-09-03,8.63,3.94
1939,23,2023-01-16,20.82,1.64
1940,22,2023-07-19,7.81,2.18
1941,28,2023-02-23,23.34,1.28
1942,33,2023-07-26,9.26,3.34
1943,14,2023-03-27,26.14,0.25
1944,13,2023-11-14,19.15,1.35
1945,31,2023-10-28,18.99,1.98
1946,5,2023-04-27,13.34,0.85
1947,32,2023-10-13,20.98,2.41
1948,30,2023-07-18,10.03,3.27
1949,21,2023-11-25,17.03,0.85
1950,24,2023-04-12,16.42,1.08
1951,3,2023-01-19,16.25,0.5
1952,29,2023-04-07,23.26,0.98
1953,1,2023-10-20,14.8,1.16
1954,23,2023-01-09,21.53,1.27
1955,24,2023-11-29,17.96,1.28
1956,22,2023-08-01,13.45,4.46
1957,1,2023-06-11,12.62,1.96
1958,30,2023-02-13,23.83,0.48
1959,9,2023-02-19,14.72,0.36
1960,8,2023-10-31,10.85,1.7
1961,9,2023-08-31,5.81,4.34
1962,32,2023-10-11,15.55,2.09
1963,22,2023-03-03,18.69,1.27
1964,3,2023-11-23,11.79,2.47
1965,21,2023-05-06,25.34,1.27
1966,20,2023-10-02,15.93,2.52
1967,28,2023-05-31,20.03,0.38
1968,3,2023-02-24,12.24,1.72
1969,4,2023-06-03,9.86,4.14
1970,9,2023-12-23,10.13,1.75
1971,17,2023-07-14,13.68,1.77
1972,10,2023-05-24,23.81,1.3
1973,22,2023-07-30,12.93,3.24
1974,5,2023-09-29,7.93,2.77
1975,24,2023-02-08,15.13,0.69
1976,32,2023-06-07,16.39,3.27
1977,20,2023-07-28,15.46,3.27
1978,2,2023-01-14,14.95,1.15
1979,19,2023-06-17,13.96,1.7
1980,12,2023-12-31,20.67,2.02
1981,6,2023-03-12,13.18,1.03
1982,7,2023-07-05,10.64,2.27
1983,8,2023-02-18,22.43,1.64
1984,17,2023-06-20,14.76,4.25
1985,21,2023-03-05,26.57,1.66
1986,12,2023-10-23,12.25,1.8
1987,14,2023-10-26,11.03,1.91
1988,6,2023-04-29,26.06,0.52
1989,4,2023-05-22,22.68,1.23
1990,20,2023-10-09,11.96,1.32
1991,6,2023-12-31,14.67,1.21
1992,20,2023-10-10,17.05,1.87
1993,20,2023-02-21,21.3,0.42
1994,26,2023-01-21,22.21,0.28
1995,20,2023-08-04,16.85,2.44
1996,6,2023-12-03,19.4,2.34
1997,22,2023-05-18,24.22,0.7
1998,4,2023-03-12,16.91,0.85
1999,5,2023-02-18,13.21,1.67
2000,1,2023-02-24,20.5,1.78
2001,31,2023-01-22,22.27,0.33
2002,31,2023-07-04,12.21,2.18
2003,26,2023-10-05,13.89,1.36
2004,7,2023-05-16,25.51,1.0
2005,11,2023-10-30,16.22,1.42
2006,16,2023-02-11,18.96,0.76
2007,22,2023-03-28,17.99,0.6
2008,12,2023-11-29,15.78,2.25
2009,7,2023-11-19,11.35,2.92
2010,2,2023-08-29,7.47,2.93
2011,14,2023-12-29,12.05,0.85
2012,9,2023-03-28,24.09,1.5
2013,33,2023-05-03,22.55,1.58
2014,27,2023-01-03,23.62,1.24
2015,18,2023-10-23,21.02,1.66
2016,13,2023-09-10,14.07,3.99
2017,16,2023-01-31,12.83,1.57
2018,28,2023-04-19,15.3,1.58
2019,25,2023-04-09,18.73,0.72
2020,19,2023-06-26,7.14,4.39
2021,9,2023-07-27,6.91,3.47
2022,27,2023-10-24,16.11,1.42
2023,19,2023-05-18,26.2,0.3
2024,16,2023-11-12,14.94,1.85
2025,8,2023-12-28,10.58,1.16
2026,27,2023-05-11,22.7,1.67
2027,32,2023-01-01,14.89,0.51
2028,8,2023-07-27,15.5,1.25
2029,13,2023-05-10,21.65,1.03
2030,9,2023-10-23,10.33,2.26
2031,12,2023-11-25,22.21,1.79
2032,8,2023-12-10,16.63,2.22
2033,16,2023-03-09,18.26,0.28
2034,3,2023-04-29,20.99,0.78
2035,16,2023-01-24,14.79,1.72
2036,5,2023-12-17,18.15,2.92
2037,26,2023-03-10,18.56,1.54
2038,14,2023-05-22,23.54,1.77
2039,8,2023-10-22,18.99,2.94
2040,1,2023-11-30,22.51,0.82
2041,14,2023-02-26,25.4,0.64
2042,1,2023-07-31,16.13,4.73
2043,7,2023-06-24,7.07,3.24
2044,14,2023-08-17,16.38,2.11
2045,10,2023-03-17,16.64,0.3
2046,8,2023-07-08,6.57,3.56
2047,21,2023-07-30,12.89,1.31
2048,25,2023-12-04,22.01,2.24
2049,18,2023-08-16,14.01,2.18
2050,13,2023-11-22,18.43,1.6
2051,10,2023-04-16,23.32,1.29
2052,25,2023-06-30,9.3,4.47
2053,13,2023-12-07,16.38,1.66
2054,16,2023-09-08,15.2,2.78
2055,32,2023-05-21,23.48,1.25
2056,28,2023-01-26,15.42,1.79
2057,17,2023-01-02,19.62,0.83
2058,28,2023-08-26,16.3,3.11
2059,11,2023-02-01,22.06,1.55
2060,4,2023-08-23,10.08,1.81
2061,19,2023-04-15,13.36,1.64
2062,27,2023-02-26,15.18,0.69
2063,19,2023-03-14,16.4,0.69
2064,19,2023-05-24,21.75,1.73
2065,12,2023-08-07,12.16,2.67
2066,1,2023-08-31,16.8,2.76
2067,5,2023-10-28,19.98,1.91
2068,30,2023-06-28,10.5,4.7
2069,20,2023-11-26,15.14,1.31
2070,15,2023-08-19,8.76,4.78
2071,13,2023-12-19,19.57,1.7
2072,18,2023-09-02,17.12,3.17
2073,25,2023-05-19,18.82,1.39
2074,11,2023-09-03,13.65,3.0
2075,15,2023-08-13,7.44,1.48
2076,9,2023-01-09,22.21,1.52
2077,16,2023-11-27,15.78,2.65
2078,32,2023-07-16,14.58,4.43
2079,15,2023-10-10,10.79,1.65
2080,33,2023-11-25,14.4,1.45
2081,10,2023-02-26,23.64,1.66
2082,18,2023-07-09,12.98,4.59
2083,17,2023-12-20,15.33,1.95
2084,7,2023-05-20,21.08,0.63
2085,20,2023-07-26,11.87,3.19
2086,2,2023-02-02,25.41,1.23
2087,7,2023-05-04,17.34,0.22
2088,19,2023-05-10,26.15,0.99
2089,16,2023-12-09,18.9,2.01
2090,12,2023-11-18,18.14,2.37
2091,32,2023-09-28,10.59,3.72
2092,1,2023-03-18,22.46,1.28
2093,2,2023-06-17,14.58,1.86
2094,27,2023-10-18,15.74,0.91
2095,22,2023-01-01,14.93,1.28
2096,31,2023-04-10,12.6,1.15
2097,12,2023-02-25,17.95,0.69
2098,20,2023-08-06,9.33,2.1
2099,17,2023-12-23,18.99,2.21
2100,18,2023-10-28,22.25,0.91
2101,13,2023-11-18,20.05,2.34
2102,26,2023-12-09,14.1,2.4
2103,23,2023-02-19,23.01,0.93
2104,25,2023-08-30,15.26,2.8
2105,13,2023-05-06,19.24,0.95
2106,21,2023-01-24,26.37,0.82
2107,22,2023-07-02,11.53,3.39
2108,31,2023-05-04,22.15,1.38
2109,22,2023-09-10,7.69,3.67
2110,15,2023-08-09,11.49,3.09
2111,2,2023-12-20,14.97,2.41
2112,5,2023-02-22,24.51,1.23
2113,9,2023-04-29,19.06,0.8
2114,27,2023-01-23,14.31,1.73
2115,14,2023-08-28,13.65,3.24
2116,27,2023-10-01,17.39,0.95
2117,5,2023-02-22,24.84,1.48
2118,29,2023-03-11,23.29,0.24
2119,15,2023-04-20,20.36,0.29
2120,14,2023-07-09,14.54,3.79
2121,7,2023-01-19,14.39,1.31
2122,17,2023-01-06,19.42,1.5
2123,27,2023-03-03,19.85,0.74
2124,18,2023-11-26,14.84,2.77
2125,29,2023-04-18,18.78,0.85
2126,6,2023-06-24,7.52,2.51
2127,16,2023-11-10,17.84,2.47
2128,8,2023-02-17,14.73,0.86
2129,17,2023-11-03,11.49,2.9
2130,16,2023-01-23,20.02,1.41
2131,31,2023-12-19,16.18,2.72
2132,18,2023-10-05,22.24,0.87
2133,11,2023-12-03,19.89,2.72
2134,1,2023-09-08,12.91,4.21
2135,14,2023-07-30,16.39,4.06
2136,22,2023-02-21,16.59,1.24
2137,6,2023-09-15,7.38,4.25
2138,15,2023-10-22,20.4,2.26
2139,18,2023-01-01,22.03,1.36
2140,28,2023-12-23,13.02,2.18
2141,23,2023-07-02,14.17,1.71
2142,29,2023-10-12,10.12,2.38
2143,11,2023-01-14,18.23,1.62
2144,7,2023-11-18,12.42,0.89
2145,2,2023-12-08,16.02,2.31
2146,18,2023-04-09,22.6,1.29
2147,12,2023-03-22,22.2,1.31
2148,15,2023-01-24,13.6,0.79
2149,12,2023-04-11,17.82,0.36
2150,14,2023-04-12,18.3,0.51
2151,9,2023-06-01,14.9,2.23
2152,30,2023-02-01,16.26,1.54
2153,29,2023-04-26,18.31,0.87
2154,9,2023-01-17,17.38,0.87
2155,8,2023-04-15,16.21,0.66
2156,24,2023-11-18,20.5,1.16
2157,20,2023-12-18,12.2,2.06
2158,28,2023-03-20,17.92,0.87
2159,5,2023-03-23,24.16,1.65
2160,31,2023-07-13,13.52,2.05
2161,1,2023-03-29,28.8,0.78
2162,24,2023-01-18,16.29,1.0
2163,12,2023-12-17,19.57,0.98
2164,27,2023-02-25,21.26,1.57
2165,6,2023-03-22,16.79,1.31
2166,14,2023-02-07,20.63,0.86
2167,10,2023-08-01,10.3,3.45
2168,7,2023-08-11,10.29,4.19
2169,15,2023-12-25,20.54,2.86
2170,11,2023-05-17,14.47,0.22
2171,22,2023-08-20,11.88,3.82
2172,11,2023-11-01,19.92,2.52
2173,14,2023-08-18,14.83,1.29
2174,28,2023-03-30,24.66,0.48
2175,29,2023-05-23,13.22,1.56
2176,21,2023-05-14,21.77,0.41
2177,14,2023-01-11,20.44,0.34
2178,13,2023-07-27,14.92,2.22
2179,19,2023-07-12,15.06,2.49
2180,30,2023-02-16,19.95,0.3
2181,8,2023-12-22,10.94,2.29
2182,9,2023-01-28,21.48,0.59
2183,15,2023-12-25,15.03,2.6
2184,8,2023-10-14,12.19,1.09
2185,31,2023-07-22,9.93,3.36
2186,9,2023-01-28,11.27,0.76
2187,12,2023-10-03,18.16,2.89
2188,15,2023-03-06,18.7,0.46
2189,16,2023-01-26,19.12,0.66
2190,33,2023-11-07,11.41,2.1
2191,5,2023-05-04,25.69,1.54
2192,6,2023-06-23,8.95,3.96
2193,6,2023-05-13,16.34,0.67
2194,17,2023-06-20,16.33,4.48
2195,9,2023-04-02,13.53,0.3
2196,3,2023-08-07,7.54,3.29
2197,32,2023-04-16,25.66,0.39
2198,9,2023-04-23,16.98,0.63
2199,6,2023-09-23,7.27,4.04
2200,10,2023-11-16,19.25,1.29
2201,29,2023-02-06,14.56,0.43
2202,28,2023-11-21,14.67,1.34
2203,6,2023-06-14,12.24,2.59
2204,30,2023-03-26,15.98,1.4
2205,18,2023-06-22,10.36,4.08
2206,2,2023-01-17,20.09,1.53
2207,1,2023-01-14,15.15,1.4
2208,2,2023-01-16,12.95,1.72
2209,6,2023-06-15,14.15,2.35
2210,11,2023-11-23,12.03,2.7
2211,6,2023-02-12,25.76,1.63
2212,13,2023-09-04,16.62,4.15
2213,7,2023-08-13,12.41,1.3
2214,24,2023-01-30,15.14,1.24
2215,2,2023-03-18,17.84,1.11
2216,23,2023-06-10,9.29,3.54
2217,25,2023-12-11,13.29,1.81
2218,8,2023-09-16,10.42,1.84
2219,19,2023-05-30,24.67,1.04
2220,17,2023-03-23,25.26,0.62
2221,6,2023-10-07,11.19,0.84
2222,10,2023-11-04,10.62,1.12
2223,31,2023-05-28,12.72,1.64
2224,32,2023-09-25,16.5,4.57
2225,5,2023-03-19,26.31,0.99
2226,12,2023-05-28,22.29,0.41
